pack	locus	dcs	syllables	metre	metre_type	method	confidence	text
gita-16	Bhagavadgītā 16.14		16	anuṣṭubh	jati	syllable-heuristic	medium	asau mayā hataḥ śatrur haniṣye cāparān api
gita-16	Bhagavadgītā 16.15		16	anuṣṭubh	jati	syllable-heuristic	medium	āḍhyo ‘bhijanavān asmi ko ‘nyo ‘sti sadṛśo mayā
gita-16	Bhagavadgītā 16.16		16	anuṣṭubh	jati	syllable-heuristic	medium	aneka-citta-vibhrāntā moha-jāla-samāvṛtāḥ
gita-16	Bhagavadgītā 16.17		16	anuṣṭubh	jati	syllable-heuristic	medium	ātma-saṃbhāvitāḥ stabdhā dhana-māna-madānvitāḥ
gita-16	Bhagavadgītā 16.18		16	anuṣṭubh	jati	syllable-heuristic	medium	ahaṃ-kāraṃ balaṃ darpaṃ kāmaṃ krodhaṃ ca saṃśritāḥ
gita-16	Bhagavadgītā 16.19		16	anuṣṭubh	jati	syllable-heuristic	medium	tān ahaṃ dviṣataḥ krūrān saṃsāreṣu narādhamān
gita-16	Bhagavadgītā 16.20		16	anuṣṭubh	jati	syllable-heuristic	medium	āsurīṃ yonim āpannā mūḍhā janmani janmani
gita-16	Bhagavadgītā 16.21		16	anuṣṭubh	jati	syllable-heuristic	medium	tri-vidhaṃ narakasyedaṃ dvāraṃ nāśanam ātmanaḥ
gita-16	Bhagavadgītā 16.22		16	anuṣṭubh	jati	syllable-heuristic	medium	etair vimuktaḥ kaunteya tamo-dvārais tribhir naraḥ
gita-16	Bhagavadgītā 16.23		16	anuṣṭubh	jati	syllable-heuristic	medium	yaḥ śāstra-vidhim utsṛjya vartate kāma-kārataḥ
gita-16	Bhagavadgītā 16.24		16	anuṣṭubh	jati	syllable-heuristic	medium	tasmāc chāstraṃ pramāṇaṃ te kāryākārya-vyavasthitau
gita-17	Bhagavadgītā 17.1		6			unresolved		arjuna uvāca
gita-17	Bhagavadgītā 17.2		7			unresolved		śrī-bhagavān uvāca
gita-17	Bhagavadgītā 17.3		16	anuṣṭubh	jati	syllable-heuristic	medium	sattvānurūpā sarvasya śraddhā bhavati bhārata
gita-17	Bhagavadgītā 17.4		16	anuṣṭubh	jati	syllable-heuristic	medium	yajante sāttvikā devān yakṣa-rakṣāṃsi rājasāḥ
gita-17	Bhagavadgītā 17.5		16	anuṣṭubh	jati	syllable-heuristic	medium	aśāstra-vihitaṃ ghoraṃ tapyante ye tapo janāḥ
gita-17	Bhagavadgītā 17.6		16	anuṣṭubh	jati	syllable-heuristic	medium	karśayantaḥ śarīra-sthaṃ bhūta-grāmam acetasaḥ
gita-17	Bhagavadgītā 17.7		16	anuṣṭubh	jati	syllable-heuristic	medium	āhāras tv api sarvasya tri-vidho bhavati priyaḥ
gita-17	Bhagavadgītā 17.8		16	anuṣṭubh	jati	syllable-heuristic	medium	āyuḥ-sattva-balārogya-sukha-prīti-vivardhanāḥ
gita-17	Bhagavadgītā 17.9		16	anuṣṭubh	jati	syllable-heuristic	medium	kaṭv-amla-lavaṇāty-uṣṇa-tīkṣṇa-rūkṣa-vidāhinaḥ
gita-17	Bhagavadgītā 17.10		16	anuṣṭubh	jati	syllable-heuristic	medium	yāta-yāmaṃ gata-rasaṃ pūti paryuṣitaṃ ca yat
gita-17	Bhagavadgītā 17.11		16	anuṣṭubh	jati	syllable-heuristic	medium	aphalākāṅkṣibhir yajño vidhi-dṛṣṭo ya ijyate
gita-17	Bhagavadgītā 17.12		16	anuṣṭubh	jati	syllable-heuristic	medium	abhisaṃdhāya tu phalaṃ dambhārtham api caiva yat
gita-17	Bhagavadgītā 17.13		16	anuṣṭubh	jati	syllable-heuristic	medium	vidhi-hīnam asṛṣṭānnaṃ mantra-hīnam adakṣiṇam
gita-17	Bhagavadgītā 17.14		16	anuṣṭubh	jati	syllable-heuristic	medium	deva-dvija-guru-prājña-pūjanaṃ śaucam ārjavam
gita-17	Bhagavadgītā 17.15		16	anuṣṭubh	jati	syllable-heuristic	medium	anudvega-karaṃ vākyaṃ satyaṃ priya-hitaṃ ca yat
gita-17	Bhagavadgītā 17.16		16	anuṣṭubh	jati	syllable-heuristic	medium	manaḥ-prasādaḥ saumyatvaṃ maunam ātma-vinigrahaḥ
gita-17	Bhagavadgītā 17.17		16	anuṣṭubh	jati	syllable-heuristic	medium	śraddhayā parayā taptaṃ tapas tat tri-vidhaṃ naraiḥ
gita-17	Bhagavadgītā 17.18		16	anuṣṭubh	jati	syllable-heuristic	medium	sat-kāra-māna-pūjārthaṃ tapo dambhena caiva yat
gita-17	Bhagavadgītā 17.19		16	anuṣṭubh	jati	syllable-heuristic	medium	mūḍha-grāheṇātmano yat pīḍayā kriyate tapaḥ
gita-17	Bhagavadgītā 17.20		16	anuṣṭubh	jati	syllable-heuristic	medium	dātavyam iti yad dānaṃ dīyate ‘nupakāriṇe
gita-17	Bhagavadgītā 17.21		16	anuṣṭubh	jati	syllable-heuristic	medium	yat tu praty-upakārārthaṃ phalam uddiśya vā punaḥ
gita-17	Bhagavadgītā 17.22		16	anuṣṭubh	jati	syllable-heuristic	medium	adeśa-kāle yad dānam apātrebhyaś ca dīyate
gita-17	Bhagavadgītā 17.23		17			unresolved		oṃ tat sad iti nirdeśo brahmaṇas tri-vidhaḥ smṛtaḥ
gita-17	Bhagavadgītā 17.24		16	anuṣṭubh	jati	syllable-heuristic	medium	tasmād om ity udāhṛtya yajña-dāna-tapaḥ-kriyāḥ
gita-17	Bhagavadgītā 17.25		16	anuṣṭubh	jati	syllable-heuristic	medium	tad ity anabhisaṃdhāya phalaṃ yajña-tapaḥ-kriyāḥ
gita-17	Bhagavadgītā 17.26		16	anuṣṭubh	jati	syllable-heuristic	medium	sad-bhāve sādhu-bhāve ca sad ity etat prayujyate
gita-17	Bhagavadgītā 17.27		16	anuṣṭubh	jati	syllable-heuristic	medium	yajñe tapasi dāne ca sthitiḥ sad iti cocyate
gita-17	Bhagavadgītā 17.28		16	anuṣṭubh	jati	syllable-heuristic	medium	aśraddhayā hutaṃ dattaṃ tapas taptaṃ kṛtaṃ ca yat
gita-18	Bhagavadgītā 18.1		6			unresolved		arjuna uvāca
gita-18	Bhagavadgītā 18.2		7			unresolved		śrī-bhagavān uvāca
gita-18	Bhagavadgītā 18.3		16	anuṣṭubh	jati	syllable-heuristic	medium	tyājyaṃ doṣa-vad ity eke karma prāhur manīṣiṇaḥ
gita-18	Bhagavadgītā 18.4		16	anuṣṭubh	jati	syllable-heuristic	medium	niścayaṃ śṛṇu me tatra tyāge bharata-sattama
gita-18	Bhagavadgītā 18.5		16	anuṣṭubh	jati	syllable-heuristic	medium	yajña-dāna-tapaḥ-karma na tyājyaṃ kāryam eva tat
gita-18	Bhagavadgītā 18.6		16	anuṣṭubh	jati	syllable-heuristic	medium	etāny api tu karmāṇi saṅgaṃ tyaktvā phalāni ca
gita-18	Bhagavadgītā 18.7		16	anuṣṭubh	jati	syllable-heuristic	medium	niyatasya tu saṃnyāsaḥ karmaṇo nopapadyate
gita-18	Bhagavadgītā 18.8		16	anuṣṭubh	jati	syllable-heuristic	medium	duḥkham ity eva yat karma kāya-kleśa-bhayāt tyajet
gita-18	Bhagavadgītā 18.9		16	anuṣṭubh	jati	syllable-heuristic	medium	kāryam ity eva yat karma niyataṃ kriyate ‘rjuna
gita-18	Bhagavadgītā 18.10		16	anuṣṭubh	jati	syllable-heuristic	medium	na dveṣṭy akuśalaṃ karma kuśale nānuṣajjate
gita-18	Bhagavadgītā 18.11		16	anuṣṭubh	jati	syllable-heuristic	medium	na hi deha-bhṛtā śakyaṃ tyaktuṃ karmāṇy aśeṣataḥ
gita-18	Bhagavadgītā 18.12		16	anuṣṭubh	jati	syllable-heuristic	medium	aniṣṭam iṣṭaṃ miśraṃ ca tri-vidhaṃ karmaṇaḥ phalam
gita-18	Bhagavadgītā 18.13		16	anuṣṭubh	jati	syllable-heuristic	medium	pañcaitāni mahābāho kāraṇāni nibodha me
gita-18	Bhagavadgītā 18.14		16	anuṣṭubh	jati	syllable-heuristic	medium	adhiṣṭhānaṃ tathā kartā karaṇaṃ ca pṛthag-vidham
gita-18	Bhagavadgītā 18.15		16	anuṣṭubh	jati	syllable-heuristic	medium	śarīra-vāṅ-manobhir yat karma prārabhate naraḥ
gita-18	Bhagavadgītā 18.16		16	anuṣṭubh	jati	syllable-heuristic	medium	tatraivaṃ sati kartāram ātmānaṃ kevalaṃ tu yaḥ
gita-18	Bhagavadgītā 18.17		16	anuṣṭubh	jati	syllable-heuristic	medium	yasya nāhaṃ-kṛto bhāvo buddhir yasya na lipyate
gita-18	Bhagavadgītā 18.18		16	anuṣṭubh	jati	syllable-heuristic	medium	jñānaṃ jñeyaṃ parijñātā tri-vidhā karma-codanā
gita-18	Bhagavadgītā 18.19		16	anuṣṭubh	jati	syllable-heuristic	medium	jñānaṃ karma ca kartā ca tri-dhaiva guṇa-bhedataḥ
gita-18	Bhagavadgītā 18.20		16	anuṣṭubh	jati	syllable-heuristic	medium	sarva-bhūteṣu yenaikaṃ bhāvam avyayam īkṣate
gita-18	Bhagavadgītā 18.21		16	anuṣṭubh	jati	syllable-heuristic	medium	pṛthaktvena tu yaj jñānaṃ nānā-bhāvān pṛthag-vidhān
gita-18	Bhagavadgītā 18.22		16	anuṣṭubh	jati	syllable-heuristic	medium	yat tu kṛtsnavad ekasmin kārye saktam ahaitukam
gita-18	Bhagavadgītā 18.23		16	anuṣṭubh	jati	syllable-heuristic	medium	niyataṃ saṅga-rahitam arāga-dveṣataḥ kṛtam
gita-18	Bhagavadgītā 18.24		16	anuṣṭubh	jati	syllable-heuristic	medium	yat tu kāmepsunā karma sāhaṃ-kāreṇa vā punaḥ
gita-18	Bhagavadgītā 18.25		16	anuṣṭubh	jati	syllable-heuristic	medium	anubandhaṃ kṣayaṃ hiṃsām anapekṣya ca pauruṣam
gita-18	Bhagavadgītā 18.26		16	anuṣṭubh	jati	syllable-heuristic	medium	mukta-saṅgo ‘nahaṃ-vādī dhṛty-utsāha-samanvitaḥ
gita-18	Bhagavadgītā 18.27		16	anuṣṭubh	jati	syllable-heuristic	medium	rāgī karma-phala-prepsur lubdho hiṃsātmako ‘śuciḥ
gita-18	Bhagavadgītā 18.28		16	anuṣṭubh	jati	syllable-heuristic	medium	ayuktaḥ prākṛtaḥ stabdhaḥ śaṭho naikṛtiko ‘lasaḥ
gita-18	Bhagavadgītā 18.29		16	anuṣṭubh	jati	syllable-heuristic	medium	buddher bhedaṃ dhṛteś caiva guṇatas tri-vidhaṃ śṛṇu
gita-18	Bhagavadgītā 18.30		16	anuṣṭubh	jati	syllable-heuristic	medium	pravṛttiṃ ca nivṛttiṃ ca kāryākārye bhayābhaye
gita-18	Bhagavadgītā 18.31		16	anuṣṭubh	jati	syllable-heuristic	medium	yayā dharmam adharmaṃ ca kāryaṃ cākāryam eva ca
gita-18	Bhagavadgītā 18.32		16	anuṣṭubh	jati	syllable-heuristic	medium	adharmaṃ dharmam iti yā manyate tamasāvṛtā
gita-18	Bhagavadgītā 18.33		16	anuṣṭubh	jati	syllable-heuristic	medium	dhṛtyā yayā dhārayate manaḥ-prāṇendriya-kriyāḥ
gita-18	Bhagavadgītā 18.34		16	anuṣṭubh	jati	syllable-heuristic	medium	yayā tu dharma-kāmārthān dhṛtyā dhārayate ‘rjuna
gita-18	Bhagavadgītā 18.35		16	anuṣṭubh	jati	syllable-heuristic	medium	yayā svapnaṃ bhayaṃ śokaṃ viṣādaṃ madam eva ca
gita-18	Bhagavadgītā 18.36		16	anuṣṭubh	jati	syllable-heuristic	medium	sukhaṃ tv idānīṃ tri-vidhaṃ śṛṇu me bharata-rṣabha
gita-18	Bhagavadgītā 18.37		16	anuṣṭubh	jati	syllable-heuristic	medium	yat tad-agre viṣam iva pariṇāme ‘mṛtopamam
gita-18	Bhagavadgītā 18.38		16	anuṣṭubh	jati	syllable-heuristic	medium	viṣayendriya-saṃyogād yat tad-agre ‘mṛtopamam
gita-18	Bhagavadgītā 18.39		16	anuṣṭubh	jati	syllable-heuristic	medium	yad agre cānubandhe ca sukhaṃ mohanam ātmanaḥ
gita-18	Bhagavadgītā 18.40		16	anuṣṭubh	jati	syllable-heuristic	medium	na tad asti pṛthivyāṃ vā divi deveṣu vā punaḥ
gita-18	Bhagavadgītā 18.41		16	anuṣṭubh	jati	syllable-heuristic	medium	brāhmaṇa-kṣatriya-viśāṃ śūdrāṇāṃ ca paraṃtapa
gita-18	Bhagavadgītā 18.42		16	anuṣṭubh	jati	syllable-heuristic	medium	śamo damas tapaḥ śaucaṃ kṣāntir ārjavam eva ca
gita-18	Bhagavadgītā 18.43		16	anuṣṭubh	jati	syllable-heuristic	medium	śauryaṃ tejo dhṛtir dākṣyaṃ yuddhe cāpy apalāyanam
gita-18	Bhagavadgītā 18.44		16	anuṣṭubh	jati	syllable-heuristic	medium	kṛṣi-go-rakṣya-vāṇijyaṃ vaiśya-karma sva-bhāva-jam
gita-18	Bhagavadgītā 18.45		16	anuṣṭubh	jati	syllable-heuristic	medium	sve sve karmaṇy abhirataḥ saṃsiddhiṃ labhate naraḥ
gita-18	Bhagavadgītā 18.46		16	anuṣṭubh	jati	syllable-heuristic	medium	yataḥ pravṛttir bhūtānāṃ yena sarvam idaṃ tatam
gita-18	Bhagavadgītā 18.47		16	anuṣṭubh	jati	syllable-heuristic	medium	śreyān sva-dharmo viguṇaḥ para-dharmāt svanuṣṭhitāt
gita-18	Bhagavadgītā 18.48		16	anuṣṭubh	jati	syllable-heuristic	medium	saha-jaṃ karma kaunteya sa-doṣam api na tyajet
gita-18	Bhagavadgītā 18.49		16	anuṣṭubh	jati	syllable-heuristic	medium	asakta-buddhiḥ sarvatra jitātmā vigata-spṛhaḥ
gita-18	Bhagavadgītā 18.50		16	anuṣṭubh	jati	syllable-heuristic	medium	siddhiṃ prāpto yathā brahma tathāpnoti nibodha me
gita-18	Bhagavadgītā 18.51		16	anuṣṭubh	jati	syllable-heuristic	medium	buddhyā viśuddhayā yukto dhṛtyātmānaṃ niyamya ca
gita-18	Bhagavadgītā 18.52		16	anuṣṭubh	jati	syllable-heuristic	medium	vivikta-sevī laghv-āśī yata-vāk-kāya-mānasaḥ
gita-18	Bhagavadgītā 18.53		16	anuṣṭubh	jati	syllable-heuristic	medium	ahaṃ-kāraṃ balaṃ darpaṃ kāmaṃ krodhaṃ parigraham
gita-18	Bhagavadgītā 18.54		16	anuṣṭubh	jati	syllable-heuristic	medium	brahma-bhūtaḥ prasannātmā na śocati na kāṅkṣati
gita-18	Bhagavadgītā 18.55		16	anuṣṭubh	jati	syllable-heuristic	medium	bhaktyā mām abhijānāti yāvān yaś cāsmi tattvataḥ
gita-18	Bhagavadgītā 18.56		16	anuṣṭubh	jati	syllable-heuristic	medium	sarva-karmāṇy api sadā kurvāṇo mad-vyapāśrayaḥ
gita-18	Bhagavadgītā 18.57		16	anuṣṭubh	jati	syllable-heuristic	medium	cetasā sarva-karmāṇi mayi saṃnyasya mat-paraḥ
gita-18	Bhagavadgītā 18.58		16	anuṣṭubh	jati	syllable-heuristic	medium	mac-cittaḥ sarva-durgāṇi mat-prasādāt tariṣyasi
gita-18	Bhagavadgītā 18.59		16	anuṣṭubh	jati	syllable-heuristic	medium	yad ahaṃ-kāram āśritya na yotsya iti manyase
gita-18	Bhagavadgītā 18.60		16	anuṣṭubh	jati	syllable-heuristic	medium	sva-bhāva-jena kaunteya nibaddhaḥ svena karmaṇā
gita-18	Bhagavadgītā 18.61		16	anuṣṭubh	jati	syllable-heuristic	medium	īśvaraḥ sarva-bhūtānāṃ hṛd-deśe ‘rjuna tiṣṭhati
gita-18	Bhagavadgītā 18.62		16	anuṣṭubh	jati	syllable-heuristic	medium	tam eva śaraṇaṃ gaccha sarva-bhāvena bhārata
gita-18	Bhagavadgītā 18.63		16	anuṣṭubh	jati	syllable-heuristic	medium	iti te jñānam ākhyātaṃ guhyād guhyataraṃ mayā
gita-18	Bhagavadgītā 18.64		16	anuṣṭubh	jati	syllable-heuristic	medium	sarva-guhyatamaṃ bhūyaḥ śṛṇu me paramaṃ vacaḥ
gita-18	Bhagavadgītā 18.65		16	anuṣṭubh	jati	syllable-heuristic	medium	man-manā bhava mad-bhakto mad-yājī māṃ namas kuru
gita-18	Bhagavadgītā 18.66		16	anuṣṭubh	jati	syllable-heuristic	medium	sarva-dharmān parityajya mām ekaṃ śaraṇaṃ vraja
gita-18	Bhagavadgītā 18.67		16	anuṣṭubh	jati	syllable-heuristic	medium	idaṃ te nātapaskāya nābhaktāya kadā-cana
gita-18	Bhagavadgītā 18.68		16	anuṣṭubh	jati	syllable-heuristic	medium	ya idaṃ paramaṃ guhyaṃ mad-bhakteṣv abhidhāsyati
gita-18	Bhagavadgītā 18.69		16	anuṣṭubh	jati	syllable-heuristic	medium	na ca tasmān manuṣyeṣu kaś-cin me priya-kṛttamaḥ
gita-18	Bhagavadgītā 18.70		16	anuṣṭubh	jati	syllable-heuristic	medium	adhyeṣyate ca ya imaṃ dharmyaṃ saṃvādam āvayoḥ
gita-18	Bhagavadgītā 18.71		16	anuṣṭubh	jati	syllable-heuristic	medium	śraddhāvān anasūyaś ca śṛṇuyād api yo naraḥ
gita-18	Bhagavadgītā 18.72		16	anuṣṭubh	jati	syllable-heuristic	medium	kac-cid etac chrutaṃ pārtha tvayaikāgreṇa cetasā
gita-18	Bhagavadgītā 18.73		6			unresolved		arjuna uvāca
gita-18	Bhagavadgītā 18.74		6			unresolved		saṃjaya uvāca
gita-18	Bhagavadgītā 18.75		16	anuṣṭubh	jati	syllable-heuristic	medium	vyāsa-prasādāc chrutavān etad guhyam ahaṃ param
gita-18	Bhagavadgītā 18.76		16	anuṣṭubh	jati	syllable-heuristic	medium	rājan saṃsmṛtya saṃsmṛtya saṃvādam imam adbhutam
gita-18	Bhagavadgītā 18.77		16	anuṣṭubh	jati	syllable-heuristic	medium	tac ca saṃsmṛtya saṃsmṛtya rūpam aty-adbhutaṃ hareḥ
gita-18	Bhagavadgītā 18.78		16	anuṣṭubh	jati	syllable-heuristic	medium	yatra yogeśvaraḥ kṛṣṇo yatra pārtho dhanur-dharaḥ
gita-2	Bhagavadgītā 2.1		6			unresolved		saṃjaya uvāca
gita-2	Bhagavadgītā 2.2		7			unresolved		śrī-bhagavān uvāca
gita-2	Bhagavadgītā 2.3		16	anuṣṭubh	jati	syllable-heuristic	medium	klaibyaṃ mā sma gamaḥ pārtha naitat tvayy upapadyate
gita-2	Bhagavadgītā 2.4		6			unresolved		arjuna uvāca
gita-2	Bhagavadgītā 2.5		11	upendravajrA	vrtta	vidyut-chandas	high	gurūn ahatvā hi mahānubhāvāñ
gita-2	Bhagavadgītā 2.6		12			unresolved		na caitad vidmaḥ kataran no garīyo
gita-2	Bhagavadgītā 2.7		11	indravajrA	vrtta	vidyut-chandas	high	kārpaṇya-doṣopahata-svabhāvaḥ
gita-2	Bhagavadgītā 2.8		11	upendravajrA	vrtta	vidyut-chandas	high	na hi prapaśyāmi mamāpanudyād
gita-2	Bhagavadgītā 2.9		6			unresolved		saṃjaya uvāca
gita-2	Bhagavadgītā 2.10		16	anuṣṭubh	jati	syllable-heuristic	medium	tam uvāca hṛṣīkeśaḥ prahasann iva bhārata
gita-2	Bhagavadgītā 2.11		7			unresolved		śrī-bhagavān uvāca
gita-2	Bhagavadgītā 2.12		16	anuṣṭubh	jati	syllable-heuristic	medium	na tv evāhaṃ jātu nāsaṃ na tvaṃ neme janādhipāḥ
gita-2	Bhagavadgītā 2.13		16	anuṣṭubh	jati	syllable-heuristic	medium	dehino ‘smin yathā dehe kaumāraṃ yauvanaṃ jarā
gita-2	Bhagavadgītā 2.14		16	anuṣṭubh	jati	syllable-heuristic	medium	mātrā-sparśās tu kaunteya śītoṣṇa-sukha-duḥkha-dāḥ
gita-2	Bhagavadgītā 2.15		16	anuṣṭubh	jati	syllable-heuristic	medium	yaṃ hi na vyathayanty ete puruṣaṃ puruṣa-rṣabha
gita-2	Bhagavadgītā 2.16		16	anuṣṭubh	jati	syllable-heuristic	medium	nāsato vidyate bhāvo nābhāvo vidyate sataḥ
gita-2	Bhagavadgītā 2.17		16	anuṣṭubh	jati	syllable-heuristic	medium	avināśi tu tad viddhi yena sarvam idaṃ tatam
gita-2	Bhagavadgītā 2.18		16	anuṣṭubh	jati	syllable-heuristic	medium	antavanta ime dehā nityasyoktāḥ śarīriṇaḥ
gita-2	Bhagavadgītā 2.19		16	anuṣṭubh	jati	syllable-heuristic	medium	ya enaṃ vetti hantāraṃ yaś cainaṃ manyate hatam
gita-2	Bhagavadgītā 2.20		11			unresolved		na jāyate mriyate vā kadā-cin
gita-2	Bhagavadgītā 2.21		16	anuṣṭubh	jati	syllable-heuristic	medium	vedāvināśinaṃ nityaṃ ya enam ajam avyayam
gita-2	Bhagavadgītā 2.22		11	indravaMSA	vrtta	vidyut-chandas	high	vāsāṃsi jīrṇāni yathā vihāya
gita-2	Bhagavadgītā 2.23		16	anuṣṭubh	jati	syllable-heuristic	medium	nainaṃ chindanti śastrāṇi nainaṃ dahati pāvakaḥ
gita-2	Bhagavadgītā 2.24		16	anuṣṭubh	jati	syllable-heuristic	medium	acchedyo ‘yam adāhyo ‘yam akledyo ‘śoṣya eva ca
gita-2	Bhagavadgītā 2.25		16	anuṣṭubh	jati	syllable-heuristic	medium	avyakto ‘yam acintyo ‘yam avikāryo ‘yam ucyate
gita-2	Bhagavadgītā 2.26		16	anuṣṭubh	jati	syllable-heuristic	medium	atha cainaṃ nitya-jātaṃ nityaṃ vā manyase mṛtam
gita-2	Bhagavadgītā 2.27		16	anuṣṭubh	jati	syllable-heuristic	medium	jātasya hi dhruvo mṛtyur dhruvaṃ janma mṛtasya ca
gita-2	Bhagavadgītā 2.28		16	anuṣṭubh	jati	syllable-heuristic	medium	avyaktādīni bhūtāni vyakta-madhyāni bhārata
gita-2	Bhagavadgītā 2.29		11	indravaMSA	vrtta	vidyut-chandas	high	āścarya-vat paśyati kaś-cid enam
gita-2	Bhagavadgītā 2.30		16	anuṣṭubh	jati	syllable-heuristic	medium	dehī nityam avadhyo ‘yaṃ dehe sarvasya bhārata
gita-2	Bhagavadgītā 2.31		16	anuṣṭubh	jati	syllable-heuristic	medium	sva-dharmam api cāvekṣya na vikampitum arhasi
gita-2	Bhagavadgītā 2.32		16	anuṣṭubh	jati	syllable-heuristic	medium	yadṛcchayā copapannaṃ svarga-dvāram apāvṛtam
gita-2	Bhagavadgītā 2.33		16	anuṣṭubh	jati	syllable-heuristic	medium	atha cet tvam imaṃ dharmyaṃ saṃgrāmaṃ na kariṣyasi
gita-2	Bhagavadgītā 2.34		16	anuṣṭubh	jati	syllable-heuristic	medium	akīrtiṃ cāpi bhūtāni kathayiṣyanti te ‘vyayām
gita-2	Bhagavadgītā 2.35		16	anuṣṭubh	jati	syllable-heuristic	medium	bhayād raṇād uparataṃ maṃsyante tvāṃ mahā-rathāḥ
gita-2	Bhagavadgītā 2.36		16	anuṣṭubh	jati	syllable-heuristic	medium	avācya-vādāṃś ca bahūn vadiṣyanti tavāhitāḥ
gita-2	Bhagavadgītā 2.37		16	anuṣṭubh	jati	syllable-heuristic	medium	hato vā prāpsyasi svargaṃ jitvā vā bhokṣyase mahīm
gita-2	Bhagavadgītā 2.38		16	anuṣṭubh	jati	syllable-heuristic	medium	sukha-duḥkhe same kṛtvā lābhālābhau jayājayau
gita-2	Bhagavadgītā 2.39		16	anuṣṭubh	jati	syllable-heuristic	medium	eṣā te ‘bhihitā sāṃkhye buddhir yoge tv imāṃ śṛṇu
gita-2	Bhagavadgītā 2.40		16	anuṣṭubh	jati	syllable-heuristic	medium	nehābhikrama-nāśo ‘sti pratyavāyo na vidyate
gita-2	Bhagavadgītā 2.41		16	anuṣṭubh	jati	syllable-heuristic	medium	vyavasāyātmikā buddhir ekeha kuru-nandana
gita-2	Bhagavadgītā 2.42		16	anuṣṭubh	jati	syllable-heuristic	medium	yām imāṃ puṣpitāṃ vācaṃ pravadanty avipaścitaḥ
gita-2	Bhagavadgītā 2.43		16	anuṣṭubh	jati	syllable-heuristic	medium	kāmātmānaḥ svarga-parā janma-karma-phala-pradām
gita-2	Bhagavadgītā 2.44		16	anuṣṭubh	jati	syllable-heuristic	medium	bhogaiśvarya-prasaktānāṃ tayāpahṛta-cetasām
gita-2	Bhagavadgītā 2.45		16	anuṣṭubh	jati	syllable-heuristic	medium	traiguṇya-viṣayā vedā nistraiguṇyo bhavārjuna
gita-2	Bhagavadgītā 2.46		16	anuṣṭubh	jati	syllable-heuristic	medium	yāvān artha udapāne sarvataḥ saṃplutodake
gita-2	Bhagavadgītā 2.47		16	anuṣṭubh	jati	syllable-heuristic	medium	karmaṇy evādhikāras te mā phaleṣu kadācana
gita-2	Bhagavadgītā 2.48		16	anuṣṭubh	jati	syllable-heuristic	medium	yoga-sthaḥ kuru karmāṇi saṅgaṃ tyaktvā dhanaṃjaya
gita-2	Bhagavadgītā 2.49		16	anuṣṭubh	jati	syllable-heuristic	medium	dūreṇa hy avaraṃ karma buddhi-yogād dhanaṃjaya
gita-2	Bhagavadgītā 2.50		16	anuṣṭubh	jati	syllable-heuristic	medium	buddhi-yukto jahātīha ubhe sukṛta-duṣkṛte
gita-2	Bhagavadgītā 2.51		16	anuṣṭubh	jati	syllable-heuristic	medium	karma-jaṃ buddhi-yuktā hi phalaṃ tyaktvā manīṣiṇaḥ
gita-2	Bhagavadgītā 2.52		16	anuṣṭubh	jati	syllable-heuristic	medium	yadā te moha-kalilaṃ buddhir vyatitariṣyati
gita-2	Bhagavadgītā 2.53		16	anuṣṭubh	jati	syllable-heuristic	medium	śruti-vipratipannā te yadā sthāsyati niścalā
gita-2	Bhagavadgītā 2.54		6			unresolved		arjuna uvāca
gita-2	Bhagavadgītā 2.55		7			unresolved		śrī-bhagavān uvāca
gita-2	Bhagavadgītā 2.56		16	anuṣṭubh	jati	syllable-heuristic	medium	duḥkheṣv anudvigna-manāḥ sukheṣu vigata-spṛhaḥ
gita-2	Bhagavadgītā 2.57		16	anuṣṭubh	jati	syllable-heuristic	medium	yaḥ sarvatrānabhisnehas tat tat prāpya śubhāśubham
gita-2	Bhagavadgītā 2.58		16	anuṣṭubh	jati	syllable-heuristic	medium	yadā saṃharate cāyaṃ kūrmo ‘ṅgānīva sarvaśaḥ
gita-2	Bhagavadgītā 2.59		16	anuṣṭubh	jati	syllable-heuristic	medium	viṣayā vinivartante nirāhārasya dehinaḥ
gita-2	Bhagavadgītā 2.60		16	anuṣṭubh	jati	syllable-heuristic	medium	yatato hy api kaunteya puruṣasya vipaścitaḥ
gita-2	Bhagavadgītā 2.61		16	anuṣṭubh	jati	syllable-heuristic	medium	tāni sarvāṇi saṃyamya yukta āsīta mat-paraḥ
gita-2	Bhagavadgītā 2.62		16	anuṣṭubh	jati	syllable-heuristic	medium	dhyāyato viṣayān puṃsaḥ saṅgas teṣūpajāyate
gita-2	Bhagavadgītā 2.63		16	anuṣṭubh	jati	syllable-heuristic	medium	krodhād bhavati saṃmohaḥ saṃmohāt smṛti-vibhramaḥ
gita-2	Bhagavadgītā 2.64		16	anuṣṭubh	jati	syllable-heuristic	medium	rāga-dveṣa-viyuktais tu viṣayān indriyaiś caran
gita-2	Bhagavadgītā 2.65		16	anuṣṭubh	jati	syllable-heuristic	medium	prasāde sarva-duḥkhānāṃ hānir asyopajāyate
gita-2	Bhagavadgītā 2.66		16	anuṣṭubh	jati	syllable-heuristic	medium	nāsti buddhir ayuktasya na cāyuktasya bhāvanā
gita-2	Bhagavadgītā 2.67		16	anuṣṭubh	jati	syllable-heuristic	medium	indriyāṇāṃ hi caratāṃ yan mano ‘nuvidhīyate
