slp1	hom	sense_id	lemma	locus	cite	conf	method	rights	source	gloss	reason
viDAna		?	vidhāna	lemma:122837		0.0	unassigned	public	DCS	disposing; arranging; regulating; acting; performing; possessing; having	no locus/overlap candidate — residue for LLM/human pass
viDAna		?	vidhāna	lemma:122839		0.0	unassigned	public	DCS	order; measure; disposition; arrangement; regulation; rule; precept; method; man	no locus/overlap candidate — residue for LLM/human pass
yad		?	yad	lemma:37877		0.0	unassigned	public	DCS	what; which; who	no locus/overlap candidate — residue for LLM/human pass
yad		?	yad	lemma:215474		0.0	unassigned	public	DCS	[gramm.] the pronoun yad	no locus/overlap candidate — residue for LLM/human pass
hara		?	hara	lemma:108598		0.0	unassigned	public	DCS	bearing; wearing; taking; removing; destroying; receiving; ravishing	no locus/overlap candidate — residue for LLM/human pass
hara		?	hara	lemma:210601		0.0	unassigned	public	DCS	poison	no locus/overlap candidate — residue for LLM/human pass
jagat		?	jagat	lemma:52899		0.0	unassigned	public	DCS	moving; living; composed in the Jagatī metre	no locus/overlap candidate — residue for LLM/human pass
maDura		5a	madhura	Amaruśataka, AmaruŚ, 1, 82	dcs:103012	0.5	overlap	public	DCS	the quality of the throat which makes the voice sweet; sweetness; syrup; treacle	confidence<tau
maDura		5a	madhura	Rāmāyaṇa, Rām, Yu, 11, 39	dcs:136357	0.5	overlap	public	DCS	the quality of the throat which makes the voice sweet; sweetness; syrup; treacle	confidence<tau
maDura		5a	madhura	Mahābhārata, MBh, 1, 195, 8	dcs:179579	0.5	overlap	public	DCS	the quality of the throat which makes the voice sweet; sweetness; syrup; treacle	confidence<tau
maDura		?	madhura	lemma:35704		0.0	unassigned	public	DCS	sweet; pleasant; charming; delightful; sounding sweetly or uttering sweet cries;	no locus/overlap candidate — residue for LLM/human pass
samanta		?	samanta	lemma:29466		0.0	unassigned	public	DCS	contiguous; neighbouring; adjacent; universal; whole; entire; all; aneinandersto	no locus/overlap candidate — residue for LLM/human pass
samanta		?	samanta	lemma:29468		0.0	unassigned	public	DCS	name of various Sāmans	no locus/overlap candidate — residue for LLM/human pass
kzema		2b	kṣema	Rāmāyaṇa, Rām, Bā, 13, 6	dcs:112890	0.5	overlap	public	DCS	safety; tranquillity; peace; rest; security; any secure or easy or comfortable s	confidence<tau
kzema		2b	kṣema	Rāmāyaṇa, Rām, Ay, 7, 13	dcs:116480	0.5	overlap	public	DCS	safety; tranquillity; peace; rest; security; any secure or easy or comfortable s	confidence<tau
kzema		2b	kṣema	Rāmāyaṇa, Rām, Ay, 46, 70	dcs:118779	0.5	overlap	public	DCS	safety; tranquillity; peace; rest; security; any secure or easy or comfortable s	confidence<tau
kzema		?	kṣema	lemma:135605		0.0	unassigned	public	DCS	habitable; giving rest or ease or security; at ease; prosperous; safe	no locus/overlap candidate — residue for LLM/human pass
vacana		?	vacana	lemma:67854		0.0	unassigned	public	DCS	speaking; a speaker; eloquent; mentioning; indicating; expressing; beredt machen	no locus/overlap candidate — residue for LLM/human pass
vacana		?	vacana	lemma:67855		0.0	unassigned	public	DCS	the act of speaking; utterance; pronunciation; statement; declaration; express m	no locus/overlap candidate — residue for LLM/human pass
kazAya		?	kaṣāya	lemma:13004		0.0	unassigned	public	DCS	astringent; fragrant; red; dull red; yellowish red (as the garment of a Buddhist	no locus/overlap candidate — residue for LLM/human pass
kazAya		?	kaṣāya	lemma:13005		0.0	unassigned	public	DCS	an astringent flavour or taste; a yellowish red colour; an astringent juice; ext	no locus/overlap candidate — residue for LLM/human pass
SoBana		?	śobhana	lemma:127826		0.0	unassigned	public	DCS	brilliant; beautiful; glorious; superior; virtuous; correct; handsome	no locus/overlap candidate — residue for LLM/human pass
BErava	1	?	bhairava	lemma:25983		0.0	unassigned	public	DCS	terror or the property of exciting terror	no locus/overlap candidate — residue for LLM/human pass
BErava	1	?	bhairava	lemma:25984		0.0	unassigned	public	DCS	terrible; horrible	no locus/overlap candidate — residue for LLM/human pass
pramARa		?	pramāṇa	lemma:141016		0.0	unassigned	public	DCS	measure; scale; standard; measure of any kind (as size); prosodical length (of a	no locus/overlap candidate — residue for LLM/human pass
pramARa		?	pramāṇa	lemma:141017		0.0	unassigned	public	DCS	name of a large fig-tree on the bank of the Ganges	no locus/overlap candidate — residue for LLM/human pass
badara		?	badara	lemma:154202		0.0	unassigned	public	DCS	the edible fruit of the jujube; the berry or fruit of the cotton shrub	no locus/overlap candidate — residue for LLM/human pass
vESvadeva		2a	vaiśvadeva	Vārāhagṛhyasūtra, VārGS, 17, None	dcs:102819_1	0.5	overlap	public	DCS	a particular Graha or Soma-vessel; a particular Ekāha	confidence<tau
vESvadeva		2a	vaiśvadeva	Vārāhagṛhyasūtra, VārGS, 17, 3	dcs:102821	0.5	overlap	public	DCS	a particular Graha or Soma-vessel; a particular Ekāha	confidence<tau
vESvadeva		2a	vaiśvadeva	Mahābhārata, MBh, 14, 10, 29	dcs:318120	0.5	overlap	public	DCS	a particular Graha or Soma-vessel; a particular Ekāha	confidence<tau
asita	2	?	asita	lemma:60998		0.0	unassigned	public	DCS	unbound	no locus/overlap candidate — residue for LLM/human pass
asita	2	?	asita	lemma:60999		0.0	unassigned	public	DCS	dark-coloured; black; dusky	no locus/overlap candidate — residue for LLM/human pass
ErAvata		?	airāvata	lemma:39985		0.0	unassigned	public	DCS	a kind of rainbow	no locus/overlap candidate — residue for LLM/human pass
kuSala		?	kuśala	lemma:3023		0.0	unassigned	public	DCS	proper; suitable; good; well; healthy; in good condition; prosperous; fit for; c	no locus/overlap candidate — residue for LLM/human pass
kuSala		?	kuśala	lemma:3027		0.0	unassigned	public	DCS	welfare; well-being; prosperous condition; happiness	no locus/overlap candidate — residue for LLM/human pass
syandana		?	syandana	lemma:170095		0.0	unassigned	public	DCS	dissolving; liquefying	no locus/overlap candidate — residue for LLM/human pass
saMtAna		?	saṃtāna	lemma:17487		0.0	unassigned	public	DCS	continuous succession; lineage; race; family; offspring; daughter; son	no locus/overlap candidate — residue for LLM/human pass
saMtAna		?	saṃtāna	lemma:17488		0.0	unassigned	public	DCS	a particular mythical weapon	no locus/overlap candidate — residue for LLM/human pass
ISvara		4b	īśvara	Gheraṇḍasaṃhitā, GherS, 1, 1	dcs:1	0.5	overlap	public	DCS	a husband; God; the Supreme Being; king; master; prince; name of Kubera; the num	confidence<tau
ISvara		4b	īśvara	Vaikhānasadharmasūtra, VaikhDhS, 3, 10, 4	dcs:100332	0.5	overlap	public	DCS	a husband; God; the Supreme Being; king; master; prince; name of Kubera; the num	confidence<tau
ISvara		4b	īśvara	Rasādhyāya, RAdhy, 1, 24	dcs:100453	0.5	overlap	public	DCS	a husband; God; the Supreme Being; king; master; prince; name of Kubera; the num	confidence<tau
ISvara		?	īśvara	lemma:64097		0.0	unassigned	public	DCS	able to do; capable of; liable to	no locus/overlap candidate — residue for LLM/human pass
cara		?	cara	lemma:164440		0.0	unassigned	public	DCS	moving; locomotive (as animals opposed to plants); forming the retinue of any on	no locus/overlap candidate — residue for LLM/human pass
vArAha		?	vārāha	lemma:46579		0.0	unassigned	public	DCS	coming from or belonging to a boar; schweinsledern	no locus/overlap candidate — residue for LLM/human pass
pragraha		?	pragraha	lemma:172940		0.0	unassigned	public	DCS	niyamavant	no locus/overlap candidate — residue for LLM/human pass
saMvarta		?	saṃvarta	lemma:8121		0.0	unassigned	public	DCS	name of two Sāmans; [min.] = svarṇamākṣika	no locus/overlap candidate — residue for LLM/human pass
Endra		1	aindra	Vaikhānasadharmasūtra, VaikhDhS, 2, 3, 2	dcs:100109	0.5	overlap	public	DCS	belonging to or sacred to Indra; coming or proceeding from Indra; similar to Ind	confidence<tau
Endra		1	aindra	Gobhilagṛhyasūtra, GobhGS, 1, 8, None	dcs:103266_1	0.5	overlap	public	DCS	belonging to or sacred to Indra; coming or proceeding from Indra; similar to Ind	confidence<tau
Endra		1	aindra	Gobhilagṛhyasūtra, GobhGS, 3, 2, 48	dcs:103609	0.5	overlap	public	DCS	belonging to or sacred to Indra; coming or proceeding from Indra; similar to Ind	confidence<tau
Endra		1	aindra	Rājanighaṇṭu, RājNigh, Prabh, 149	dcs:21122	0.5	overlap	public	DCS	that part of a sacrifice which is offered to Indra; mustard	confidence<tau
Endra		1	aindra	Liṅgapurāṇa, LiPur, 2, 27, 52	dcs:385151	0.5	overlap	public	DCS	that part of a sacrifice which is offered to Indra; mustard	confidence<tau
Endra		?	aindra	lemma:39929		0.0	unassigned	public	DCS	the lunar mansion Jyeṣṭhā; name of several Sāmans; name of a country in Bhāratav	no locus/overlap candidate — residue for LLM/human pass
aBi		?	abhi	lemma:171289		0.0	unassigned	public	DCS	on	no locus/overlap candidate — residue for LLM/human pass
aBi		?	abhi	lemma:213479		0.0	unassigned	public	DCS	[gramm.] the prefix or preposition abhi	no locus/overlap candidate — residue for LLM/human pass
vAsava		1a	vāsava	Mahābhārata, MBh, 1, 57, 30	dcs:163075	0.5	overlap	public	DCS	relating or belonging to the Vasus; derived or descended from the Vasus; relatin	confidence<tau
vAsava		1a	vāsava	Mahābhārata, MBh, 1, 57, 48	dcs:163135	0.5	overlap	public	DCS	relating or belonging to the Vasus; derived or descended from the Vasus; relatin	confidence<tau
vAsava		1a	vāsava	Mahābhārata, MBh, 1, 57, 57	dcs:163160	0.5	overlap	public	DCS	relating or belonging to the Vasus; derived or descended from the Vasus; relatin	confidence<tau
vAsava		1a	vāsava	Rāmāyaṇa, Rām, Bā, 17, 27	dcs:113169	0.5	overlap	public	DCS	name of Indra (as chief of the Vasus); a son of (king) Vasu; name of a Sāman; na	confidence<tau
vAsava		1a	vāsava	Rāmāyaṇa, Rām, Bā, 38, 7	dcs:114127	0.5	overlap	public	DCS	name of Indra (as chief of the Vasus); a son of (king) Vasu; name of a Sāman; na	confidence<tau
vAsava		1a	vāsava	Rāmāyaṇa, Rām, Bā, 45, 19	dcs:114507	0.5	overlap	public	DCS	name of Indra (as chief of the Vasus); a son of (king) Vasu; name of a Sāman; na	confidence<tau
SiKaRqin		?	śikhaṇḍin	lemma:132551		0.0	unassigned	public	DCS	wearing a tuft or lock of hair; tufted; crested (applied to various gods)	no locus/overlap candidate — residue for LLM/human pass
lANgala		?	lāṅgala	lemma:81312		0.0	unassigned	public	DCS	a plough; a kind of pole used in gathering fruit from a tree; a plough-shaped be	no locus/overlap candidate — residue for LLM/human pass
mAtfka		?	mātṛka	lemma:78652		0.0	unassigned	public	DCS	coming from or belonging to a mother; maternal	no locus/overlap candidate — residue for LLM/human pass
mAtfka		?	mātṛka	lemma:78653		0.0	unassigned	public	DCS	a maternal uncle; [bot.] a kind of plant	no locus/overlap candidate — residue for LLM/human pass
mAtfka		?	mātṛka	lemma:78654		0.0	unassigned	public	DCS	the nature of a mother	no locus/overlap candidate — residue for LLM/human pass
Cattra		?	chattra	lemma:52433		0.0	unassigned	public	DCS	a mushroom; Andropogon Schoenanthus; a parasol-shaped bee-hive	no locus/overlap candidate — residue for LLM/human pass
nivartana		?	nivartana	lemma:28073		0.0	unassigned	public	DCS	causing to turn back	no locus/overlap candidate — residue for LLM/human pass
nivartana		?	nivartana	lemma:28074		0.0	unassigned	public	DCS	turning back; returning; turning the back i.e. retreating; ceasing; not happenin	no locus/overlap candidate — residue for LLM/human pass
aDara		?	adhara	lemma:7787		0.0	unassigned	public	DCS	lower; inferior; tending downwards; low; vile; worsted; silenced	no locus/overlap candidate — residue for LLM/human pass
aDara		?	adhara	lemma:7788		0.0	unassigned	public	DCS	the lower lip; the lip	no locus/overlap candidate — residue for LLM/human pass
tUla		1	tūla	Gobhilagṛhyasūtra, GobhGS, 4, 5, 15	dcs:103999	0.5	overlap	public	DCS	a tuft of grass or reeds; the panicle of a flower; a pencil; = tūta; air; Rispe;	confidence<tau
tUla		1	tūla	Gobhilagṛhyasūtra, GobhGS, 4, 5, 16	dcs:104000	0.5	overlap	public	DCS	a tuft of grass or reeds; the panicle of a flower; a pencil; = tūta; air; Rispe;	confidence<tau
tUla		1	tūla	Mahābhārata, MBh, 1, 166, 42	dcs:177198	0.5	overlap	public	DCS	a tuft of grass or reeds; the panicle of a flower; a pencil; = tūta; air; Rispe;	confidence<tau
tUla		?	tūla	lemma:83129		0.0	unassigned	public	DCS	the thorn-apple	no locus/overlap candidate — residue for LLM/human pass
tUla		?	tūla	lemma:83130		0.0	unassigned	public	DCS	cotton	no locus/overlap candidate — residue for LLM/human pass
banDura		2a	bandhura	Rājanighaṇṭu, RājNigh, Parp., 15	dcs:18809	0.5	overlap	public	DCS	a bird; a goose; Ardea Nivea; Pentapetes Phoenicea; Embelia Ribes; a particular 	confidence<tau
banDura		2a	bandhura	Mahābhārata, MBh, 9, 61, 14	dcs:272169	0.5	overlap	public	DCS	a bird; a goose; Ardea Nivea; Pentapetes Phoenicea; Embelia Ribes; a particular 	confidence<tau
banDura		2a	bandhura	Liṅgapurāṇa, LiPur, 1, 72, 8	dcs:376590	0.5	overlap	public	DCS	a bird; a goose; Ardea Nivea; Pentapetes Phoenicea; Embelia Ribes; a particular 	confidence<tau
banDura		?	bandhura	lemma:153674		0.0	unassigned	public	DCS		no locus/overlap candidate — residue for LLM/human pass
banDura		?	bandhura	lemma:154248		0.0	unassigned	public	DCS	bent; inclined; curved; rounded; pleasant; beautiful; charming; adorned with; un	no locus/overlap candidate — residue for LLM/human pass
aja	2	?	aja	lemma:6484		0.0	unassigned	public	DCS	not born; existing from all eternity	no locus/overlap candidate — residue for LLM/human pass
balin		?	balin	lemma:154363		0.0	unassigned	public	DCS	powerful; strong; mighty; stout; robust	no locus/overlap candidate — residue for LLM/human pass
dIpana		?	dīpana	lemma:84718		0.0	unassigned	public	DCS	kindling; inflaming; setting on fire; digestive; stimulating	no locus/overlap candidate — residue for LLM/human pass
dIpana		?	dīpana	lemma:84719		0.0	unassigned	public	DCS	name of certain digestive plants; an onion	no locus/overlap candidate — residue for LLM/human pass
cUqa		?	cūḍa	lemma:52074		0.0	unassigned	public	DCS		no locus/overlap candidate — residue for LLM/human pass
tripuwa		?	tripuṭa	lemma:84058		0.0	unassigned	public	DCS	threefold; triangular	no locus/overlap candidate — residue for LLM/human pass
kAlaka		?	kālaka	lemma:22703		0.0	unassigned	public	DCS	dark-blue; black; freckled (? or "dark")	no locus/overlap candidate — residue for LLM/human pass
kAlaka		?	kālaka	lemma:22907		0.0	unassigned	public	DCS	to be paid monthly (as interest)	no locus/overlap candidate — residue for LLM/human pass
nIlaka		?	nīlaka	lemma:28791		0.0	unassigned	public	DCS	blue (esp. as name of the third unknown quantity or of its square)	no locus/overlap candidate — residue for LLM/human pass
nIlaka		?	nīlaka	lemma:28794		0.0	unassigned	public	DCS	blue steel; [gemm.] (a kind of) sapphire	no locus/overlap candidate — residue for LLM/human pass
mAlatI		?	mālatī	lemma:79530		0.0	unassigned	public	DCS	Jasminum Grandiflorum Linn. (plant and blossom); Bignonia Suaveolens; Echites; a	no locus/overlap candidate — residue for LLM/human pass
yuj	1	?	yuj	lemma:64776		0.0	unassigned	public	DCS	yoked; harnessed; drawn by; furnished or provided or filled with; affected by; p	no locus/overlap candidate — residue for LLM/human pass
yuj	1	?	yuj	lemma:64777		0.0	unassigned	public	DCS	a yoke-fellow; companion; comrade; associate; a sage who devotes his time to abs	no locus/overlap candidate — residue for LLM/human pass
i	3	?	i	lemma:156127		0.0	unassigned	public	DCS	to go; to walk; to flow; to blow; to advance; to spread; to get about; to go to 	no locus/overlap candidate — residue for LLM/human pass
i	3	?	i	lemma:213052		0.0	unassigned	public	DCS	[gramm.] the sound i; [gramm.] the root i	no locus/overlap candidate — residue for LLM/human pass
pad	1	3	pad	Mahābhārata, MBh, 1, 100, 15	dcs:169258	0.5	overlap	public	DCS	to fall; to fall down or out; to perish; to go; to resort or apply to; to partic	confidence<tau
pad	1	3	pad	Mahābhārata, MBh, 7, 134, 37	dcs:252798	0.5	overlap	public	DCS	to fall; to fall down or out; to perish; to go; to resort or apply to; to partic	confidence<tau
pad	1	3	pad	Mahābhārata, MBh, 8, 42, 24	dcs:262418	0.5	overlap	public	DCS	to fall; to fall down or out; to perish; to go; to resort or apply to; to partic	confidence<tau
pad	1	2	pad	Vaikhānasadharmasūtra, VaikhDhS, 3, 12, 1	dcs:100351	0.5	overlap	public	DCS	foot; [gramm.] word pad; one fourth	confidence<tau
pad	1	2	pad	Gobhilagṛhyasūtra, GobhGS, 2, 1, None	dcs:103322_1	0.5	overlap	public	DCS	foot; [gramm.] word pad; one fourth	confidence<tau
pad	1	2	pad	Rāmāyaṇa, Rām, Bā, 16, 15	dcs:113101	0.5	overlap	public	DCS	foot; [gramm.] word pad; one fourth	confidence<tau
pad	1	2	pad	Aṣṭādhyāyī, Aṣṭādhyāyī, 3, 1, 60	dcs:552235	0.5	overlap	public	DCS	[gramm.] root pad	confidence<tau
pad	1	2	pad	Aṣṭādhyāyī, Aṣṭādhyāyī, 3, 2, 150	dcs:552475	0.5	overlap	public	DCS	[gramm.] root pad	confidence<tau
pad	1	2	pad	Aṣṭādhyāyī, Aṣṭādhyāyī, 5, 4, 53	dcs:553889	0.5	overlap	public	DCS	[gramm.] root pad	confidence<tau
car		?	car	lemma:213459		0.0	unassigned	public	DCS	[gramm.] the root car	no locus/overlap candidate — residue for LLM/human pass
sah	1	?	sah	lemma:158840		0.0	unassigned	public	DCS	to be victorious; to defeat; to win; to be able; to resist; to be lenient toward	no locus/overlap candidate — residue for LLM/human pass
sah	1	?	sah	lemma:213921		0.0	unassigned	public	DCS	[gramm.] the verb sah	no locus/overlap candidate — residue for LLM/human pass
sah	1	?	sah	lemma:219406		0.0	unassigned	public	DCS	siegreich	no locus/overlap candidate — residue for LLM/human pass
SrI	5	?	śrī	lemma:159053		0.0	unassigned	public	DCS	to mix; to cook; to boil; gl￼hen; flammen; gl￤nzen; geschm￼ckt sein	no locus/overlap candidate — residue for LLM/human pass
SrI	5	?	śrī	lemma:223070		0.0	unassigned	public	DCS	mixed with (e.g. kṣīra-śrī)	no locus/overlap candidate — residue for LLM/human pass
mAtra		?	mātra	lemma:78185		0.0	unassigned	public	DCS	an element; elementary matter; measure; quantity; sum; duration; measure of any 	no locus/overlap candidate — residue for LLM/human pass
mAtra		?	mātra	lemma:78186		0.0	unassigned	public	DCS	as large or high or long or broad or deep or far or much or many; possessing (on	no locus/overlap candidate — residue for LLM/human pass
mahant		3c	mahant	Skandapurāṇa, SkPur, 8, 4	dcs:105558	0.5	overlap	public	DCS	a great or noble man (opp. to nīca); the leader of a sect or superior of a monas	confidence<tau
mahant		3c	mahant	Āyurvedadīpikā, ĀVDīp zu Ca, Śār., 1, 17.2, 3	dcs:152029	0.5	overlap	public	DCS	a great or noble man (opp. to nīca); the leader of a sect or superior of a monas	confidence<tau
mahant		3c	mahant	Āyurvedadīpikā, ĀVDīp zu Ca, Śār., 1, 34.2, 2	dcs:152119	0.5	overlap	public	DCS	a great or noble man (opp. to nīca); the leader of a sect or superior of a monas	confidence<tau
nAman		?	nāman	lemma:33597		0.0	unassigned	public	DCS	a characteristic mark or sign; form; nature; kind; manner; name; appellation; pe	no locus/overlap candidate — residue for LLM/human pass
ka	1	?	ka	lemma:394		0.0	unassigned	public	DCS	(according to native authorities) name of Prajāpati or of a Prajāpati; name of B	no locus/overlap candidate — residue for LLM/human pass
ka	1	?	ka	lemma:395		0.0	unassigned	public	DCS	happiness; joy; head; hair; prosperity	no locus/overlap candidate — residue for LLM/human pass
ka	1	?	ka	lemma:37878		0.0	unassigned	public	DCS	who?; what?	no locus/overlap candidate — residue for LLM/human pass
varza		?	varṣa	lemma:74766		0.0	unassigned	public	DCS	name of a grammarian; name of a Brahmin	no locus/overlap candidate — residue for LLM/human pass
KyA		?	khyā	lemma:156212		0.0	unassigned	public	DCS	to be named; to be known; to be named or announced to (gen.)	no locus/overlap candidate — residue for LLM/human pass
KyA		?	khyā	lemma:215096		0.0	unassigned	public	DCS	[gramm.] root khyā	no locus/overlap candidate — residue for LLM/human pass
Baga		1a	bhaga	Vārāhagṛhyasūtra, VārGS, 5, 15	dcs:102335	0.5	overlap	public	DCS	gracious lord; patron (applied to gods); name of an Āditya; bestowing wealth and	confidence<tau
Baga		1a	bhaga	Vārāhagṛhyasūtra, VārGS, 5, 15	dcs:102336	0.5	overlap	public	DCS	gracious lord; patron (applied to gods); name of an Āditya; bestowing wealth and	confidence<tau
Baga		1a	bhaga	Vārāhagṛhyasūtra, VārGS, 10, 7	dcs:102552	0.5	overlap	public	DCS	gracious lord; patron (applied to gods); name of an Āditya; bestowing wealth and	confidence<tau
jAta		?	jāta	lemma:88546		0.0	unassigned	public	DCS	a son; a living being (said of men); name of a son of Brahmā	no locus/overlap candidate — residue for LLM/human pass
jAta		?	jāta	lemma:88547		0.0	unassigned	public	DCS	a living being; creature; birth; origin; kind; sort; class; species; a multitude	no locus/overlap candidate — residue for LLM/human pass
Aditya		1a	āditya	Gobhilagṛhyasūtra, GobhGS, 3, 1, None	dcs:103556_1	0.5	overlap	public	DCS	belonging to or coming from Aditi; belonging to or coming from Āditya	confidence<tau
Aditya		1a	āditya	Mahābhārata, MBh, 1, 104, 9	dcs:169608	0.5	overlap	public	DCS	belonging to or coming from Aditi; belonging to or coming from Āditya	confidence<tau
Aditya		1a	āditya	Khādiragṛhyasūtra, KhādGS, 2, 5, None	dcs:430322_1	0.5	overlap	public	DCS	belonging to or coming from Aditi; belonging to or coming from Āditya	confidence<tau
rAga		?	rāga	lemma:69955		0.0	unassigned	public	DCS	the act of colouring or dyeing; colour; hue; tint; dye; red colour; redness; inf	no locus/overlap candidate — residue for LLM/human pass
vyaD		3	vyadh	Rasādhyāya, RAdhy, 1, 223	dcs:100859	0.5	overlap	public	DCS	to pierce; to transfix; to hit; to strike; to wound; to open a vein; to bleed; t	confidence<tau
vyaD		3	vyadh	Rasādhyāyaṭīkā, RAdhyṬ zu RAdhy, 223.2, 6	dcs:101728	0.5	overlap	public	DCS	to pierce; to transfix; to hit; to strike; to wound; to open a vein; to bleed; t	confidence<tau
vyaD		3	vyadh	Rasādhyāyaṭīkā, RAdhyṬ zu RAdhy, 223.2, 12	dcs:101734	0.5	overlap	public	DCS	to pierce; to transfix; to hit; to strike; to wound; to open a vein; to bleed; t	confidence<tau
mAnasa	1	?	mānasa	lemma:78985		0.0	unassigned	public	DCS	belonging to the spirit; mental; performed in thought; silent; conceivable; imag	no locus/overlap candidate — residue for LLM/human pass
tanu		?	tanu	lemma:96156		0.0	unassigned	public	DCS	thin; slender; emaciated; small; minute; delicate; fine; accomplished (in metre)	no locus/overlap candidate — residue for LLM/human pass
vArtta		?	vārtta	lemma:46655		0.0	unassigned	public	DCS	having means of subsistence; practising any business or profession; healthy; wel	no locus/overlap candidate — residue for LLM/human pass
darSana		?	darśana	lemma:146418		0.0	unassigned	public	DCS	showing; ifc. seeing; looking at; exhibiting; teaching; reflecting	no locus/overlap candidate — residue for LLM/human pass
darSana		?	darśana	lemma:146419		0.0	unassigned	public	DCS	seeing; observing; looking; noticing; observation; perception; ocular perception	no locus/overlap candidate — residue for LLM/human pass
praTama		?	prathama	lemma:140448		0.0	unassigned	public	DCS	first; earliest; primary; original; preceding; chief; most excellent; ahead	no locus/overlap candidate — residue for LLM/human pass
yogya		?	yogya	lemma:65194		0.0	unassigned	public	DCS	fit for the yoke; belonging to a particular remedy; useful; serviceable; proper;	no locus/overlap candidate — residue for LLM/human pass
yogya		?	yogya	lemma:65197		0.0	unassigned	public	DCS	a vehicle or any machine; a cake; sandal; a kind of drug; [bot.] = ṛddhi	no locus/overlap candidate — residue for LLM/human pass
sTala		4a	sthala	Amaruśataka, AmaruŚ, 1, 30	dcs:102909	0.5	overlap	public	DCS	dry land (opp. to damp low-land); firm earth (opp. to water); ground; soil; plac	confidence<tau
sTala		4a	sthala	Vṛddhayamasmṛti, Vṛddhayamasmṛti, 1, 13	dcs:104174	0.5	overlap	public	DCS	dry land (opp. to damp low-land); firm earth (opp. to water); ground; soil; plac	confidence<tau
sTala		4a	sthala	Rasārṇava, RArṇ, 4, 58	dcs:108002	0.5	overlap	public	DCS	dry land (opp. to damp low-land); firm earth (opp. to water); ground; soil; plac	confidence<tau
viparyaya		?	viparyaya	lemma:122990		0.0	unassigned	public	DCS	reversed; inverted; perverse; contrary to (gen.)	no locus/overlap candidate — residue for LLM/human pass
viparyaya		?	viparyaya	lemma:122991		0.0	unassigned	public	DCS	turning round; revolution; running off; coming to an end; transposition; change;	no locus/overlap candidate — residue for LLM/human pass
vfdDa	1	1d	vṛddha	Gobhilagṛhyasūtra, GobhGS, 3, 5, 1	dcs:103694	0.5	overlap	public	DCS	grown; become larger or longer or stronger; increased; augmented; great; large; 	confidence<tau
vfdDa	1	1d	vṛddha	Suśrutasaṃhitā, Su, Cik., 40, 11	dcs:10435	0.5	overlap	public	DCS	grown; become larger or longer or stronger; increased; augmented; great; large; 	confidence<tau
vfdDa	1	1d	vṛddha	Rasārṇavakalpa, RAK, 1, 421	dcs:104889	0.5	overlap	public	DCS	grown; become larger or longer or stronger; increased; augmented; great; large; 	confidence<tau
vfdDa	1	?	vṛddha	lemma:142782		0.0	unassigned	public	DCS	an old man; a religious mendicant; an elephant eighty years old; Argyreia Specio	no locus/overlap candidate — residue for LLM/human pass
vfdDa	1	?	vṛddha	lemma:142784		0.0	unassigned	public	DCS	an elder male or female descendant; a patronymic or metron. designating an elder	no locus/overlap candidate — residue for LLM/human pass
vfdDa	1	?	vṛddha	lemma:142785		0.0	unassigned	public	DCS	a nominal stem (and some other stems) whose first syllable contains an ā or ai o	no locus/overlap candidate — residue for LLM/human pass
vara	4	2a	vara	Rasādhyāya, RAdhy, 1, 59	dcs:100524	0.5	overlap	public	DCS	choicest; valuable; precious; best; most excellent or eminent among; royal; prin	confidence<tau
vara	4	2a	vara	Rasādhyāya, RAdhy, 1, 142	dcs:100693	0.5	overlap	public	DCS	choicest; valuable; precious; best; most excellent or eminent among; royal; prin	confidence<tau
vara	4	2a	vara	Suśrutasaṃhitā, Su, Cik., 38, 32	dcs:10167	0.5	overlap	public	DCS	choicest; valuable; precious; best; most excellent or eminent among; royal; prin	confidence<tau
vara	4	?	vara	lemma:69020		0.0	unassigned	public	DCS	circumference; space; room; stopping; checking; circle (of people)	no locus/overlap candidate — residue for LLM/human pass
vara	4	?	vara	lemma:69150		0.0	unassigned	public	DCS	election; wish; request; boon; gift; reward; benefit; blessing; favour; a benefi	no locus/overlap candidate — residue for LLM/human pass
vara	4	?	vara	lemma:69151		0.0	unassigned	public	DCS	a kind of grain; bdellium; a sparrow; name of a son of Śvaphalka; suitor; lover;	no locus/overlap candidate — residue for LLM/human pass
vara	4	?	vara	lemma:69154		0.0	unassigned	public	DCS	saffron; green ginger; [min.] = srotoñjana; [min.] = saindhava	no locus/overlap candidate — residue for LLM/human pass
karman		?	karman	lemma:12243		0.0	unassigned	public	DCS	act; action; performance; business; name office; special duty; occupation; oblig	no locus/overlap candidate — residue for LLM/human pass
harita		5a	harita	Rasārṇava, RArṇ, 12, 240	dcs:109972	0.5	overlap	public	DCS	a yellowish or greenish substance; gold; greens; vegetables; a kind of fragrant 	confidence<tau
harita		5a	harita	Āyurvedadīpikā, ĀVDīp zu Ca, Sū., 27, 177.2, 1	dcs:151455	0.5	overlap	public	DCS	a yellowish or greenish substance; gold; greens; vegetables; a kind of fragrant 	confidence<tau
harita		5a	harita	Āyurvedadīpikā, ĀVDīp zu Ca, Sū., 27, 177.2, 1	dcs:151455	0.5	overlap	public	DCS	a yellowish or greenish substance; gold; greens; vegetables; a kind of fragrant 	confidence<tau
harita		?	harita	lemma:108976		0.0	unassigned	public	DCS	yellowish; pale yellow; fallow; pale red; pale; greenish; green; fresh; golden	no locus/overlap candidate — residue for LLM/human pass
