lemma_slp1	dict	sense_id	failure_class	n_ls	gloss
sTA	pwg	pwg:113928:210	witness-too-common	3	infigere; thun in
sTA	pwg	pwg:113928:211	no-shared-witness	1	Jmd einsetzen, beauftragen mit
sTA	pwg	pwg:113928:212	witness-too-common	1	Jmd; Etwas anthun; thue dir nicht Schaden an
sTA	pwg	pwg:113928:213	witness-too-common	1	stopfen; stärken
sTA	pwg	pwg:113928:214	no-shared-witness	1	einleiten, einführen
sTA	pwg	pwg:113928:215	no-shared-witness	2	neben einander gestellt, zusammengerückt; eines
sTA	pwg	pwg:113928:216	cross-language-gap	0	Vgl
sTA	pwg	pwg:113928:217	no-shared-witness	4	nach einander; betreten, besteigen, erreichen
sTA	pwg	pwg:113928:218	no-shared-witness	2	sich entfernen nach
sTA	pwg	pwg:113928:219	witness-too-common	3	wieder erstehen; ein gefallener Bettelmönch
sTA	pwg	pwg:113928:220	no-shared-witness	1	sich begeben in
sTA	pwg	pwg:113928:221	witness-too-common	1	geschlechtlichen Umgang pflegen mit
sTA	pwg	pwg:113928:222	witness-too-common	1	an Etwas gehen, obliegen
sTA	pwg	pwg:113928:223	witness-too-common	2	stehend auf; der sich an Etwas gemacht hat
sTA	pwg	pwg:113928:224	witness-too-common	4	herantreten; herangekommen; an diesen Ort gekommen
sTA	pwg	pwg:113928:225	witness-too-common	1	an Etwas gehen, obliegen
sTA	pwg	pwg:113928:226	no-shared-witness	1	fehlerhaft für
sTA	pwg	pwg:113928:227	witness-too-common	1	Stand halten
sTA	pwg	pwg:113928:228	no-shared-witness	1	nach verschiedenen Seiten; wegschicken
sTA	pwg	pwg:113928:229	no-shared-witness	1	caus. dass
sTA	pwg	pwg:113928:230	witness-too-common	2	besteigen; sich begeben zu
sTA	pwg	pwg:113928:231	witness-too-common	1	stehen bleiben, Halt machen
sTA	pwg	pwg:113928:232	witness-too-common	1	erlangen, erhalten
sTA	pwg	pwg:113928:233	witness-too-common	9	antreten, sich anschicken zu, sich machen an, greifen zu, anwenden; annehmen; sich auf den Marsch machen; ausführen
sTA	pwg	pwg:113928:234	cross-language-gap	0	partic
sTA	pwg	pwg:113928:235	witness-too-common	2	stehend —, sitzend auf
sTA	pwg	pwg:113928:236	no-shared-witness	1	verharrend in
sTA	pwg	pwg:113928:237	witness-too-common	2	der Etwas angetreten —, zu Etwas gegriffen —, an Etwas sich gemacht —, zu Etwas sich angeschickt hat
sTA	pwg	pwg:113928:238	no-shared-witness	1	Halt machen heissen
sTA	pwg	pwg:113928:239	no-shared-witness	1	besorgen
sTA	pwg	pwg:113928:240	no-shared-witness	4	der Anlaut der Wurzel fällt aus ( zu sprechen). . . . ohne Avagraha
sTA	pwg	pwg:113928:241	witness-too-common	22	aufstehen; aufspringen, sich aufmachen; wiedererwachen; aufrecht stehend; aufgehen; sich erheben, aufziehen; hervorbrechen
sTA	pwg	pwg:113928:242	witness-too-common	5	aufstehen; beendigen, schliessen
sTA	pwg	pwg:113928:243	witness-too-common	13	sich erheben, aufsteigen, zum Vorschein kommen, erscheinen; entstehen, ausschlagen, auswachsen; kam; hervor; sich bildet; sich zeigt
sTA	pwg	pwg:113928:244	no-shared-witness	3	einkommen, eingehen
sTA	pwg	pwg:113928:245	witness-too-common	8	sich zu einer That erheben, mit Energie an Etwas gehen; an Macht zunehmend
sTA	pwg	pwg:113928:246	cross-language-gap	0	partic
sTA	pwg	pwg:113928:247	witness-too-common	15	aufgestanden; aufgestanden; gesund geworden; aufgesprungen; aufrecht stehend; hoch angeschwollen; aufgerichtet, hoch dastehend; emporragend aus
sTA	pwg	pwg:113928:248	witness-too-common	19	herausgewachsen; herausgekommen; heraussteckend; aufgebrochen von, weggegangen aus; hervorgegangen, entstanden; zum Vorschein gekommen, sich zeigend
sTA	pwg	pwg:113928:249	no-shared-witness	1	eingekommen
sTA	pwg	pwg:113928:250	witness-too-common	8	zu einer That bereit, mit Energie sich einer Sache hingebend; schnell bei der Hand seiend
sTA	pwg	pwg:113928:251	no-shared-witness	5	hoch —, oben an stehend
sTA	pwg	pwg:113928:252	witness-too-common	1	Gang und Stand
sTA	pwg	pwg:113928:253	cross-language-gap	0	Vgl. fgg. , fgg. , . — caus
sTA	pwg	pwg:113928:254	witness-too-common	22	aufstehen heissen, auf die Beine bringen, aufjagen; wecken, auferwecken; aufstellen, aufrichten; aufheben
sTA	pwg	pwg:113928:255	witness-too-common	1	errichten; erbauen
sTA	pwg	pwg:113928:256	witness-too-common	4	herausholen; austreiben; entsenden; heraus; hinaufdrängen
sTA	pwg	pwg:113928:257	witness-too-common	4	erregen, hervorbringen
sTA	pwg	pwg:113928:258	witness-too-common	8	beleben; ermuntern; anstacheln, aufhetzen
sTA	pwg	pwg:113928:259	cross-language-gap	0	Vgl. . — desid
sTA	pwg	pwg:113928:260	no-shared-witness	1	aufstehen wollen
sTA	pwg	pwg:113928:261	witness-too-common	3	eine heilige Handlung abzubrechen gedenken, vor der Vollendung derselben weggehen wollen
sTA	pwg	pwg:113928:262	no-shared-witness	5	hoch —, oben an stehend
sTA	pwg	pwg:113928:263	witness-too-common	1	Gang und Stand
sTA	pwg	pwg:113928:264	cross-language-gap	0	Vgl. fgg. , fgg. , . — caus
sTA	pwg	pwg:113928:265	witness-too-common	22	aufstehen heissen, auf die Beine bringen, aufjagen; wecken, auferwecken; aufstellen, aufrichten; aufheben
sTA	pwg	pwg:113928:266	witness-too-common	1	errichten; erbauen
sTA	pwg	pwg:113928:267	witness-too-common	4	herausholen; austreiben; entsenden; heraus; hinaufdrängen
sTA	pwg	pwg:113928:268	witness-too-common	4	erregen, hervorbringen
sTA	pwg	pwg:113928:269	witness-too-common	8	beleben; ermuntern; anstacheln, aufhetzen
sTA	pwg	pwg:113928:270	cross-language-gap	0	Vgl. . — desid
sTA	pwg	pwg:113928:271	no-shared-witness	1	aufstehen wollen
sTA	pwg	pwg:113928:272	no-shared-witness	1	eine heilige Handlung abzubrechen gedenken, vor der Vollendung derselben weggehen wollen
sTA	pwg	pwg:113928:273	no-shared-witness	1	sich aufmachen von
sTA	pwg	pwg:113928:274	witness-too-common	8	aufstehen nach, sich erheben hinter; gefolgt von
sTA	pwg	pwg:113928:275	witness-too-common	6	sich aufmachen gegen, kommen zu; sich erheben zu; sich erheben um Jmd zu begrüssen, Jmd; entgegen gehen
sTA	pwg	pwg:113928:276	no-shared-witness	1	aufstehen; sich auflehnen, — widersetzen
sTA	pwg	pwg:113928:277	witness-too-common	1	gehen —, sich machen an
sTA	pwg	pwg:113928:278	no-shared-witness	2	abstehen von
sTA	pwg	pwg:113928:279	cross-language-gap	0	partic
sTA	pwg	pwg:113928:280	witness-too-common	5	aufgestanden, der sich erhoben hat; der sich erhoben hat um Jmd zu begrüssen, Jmd; entgegen gehend; aufgegangen
sTA	pwg	pwg:113928:281	no-shared-witness	1	hoch stehend, sich auszeichnend durch
sTA	pwg	pwg:113928:282	no-shared-witness	4	erschienen, sich zeigend
sTA	pwg	pwg:113928:283	witness-too-common	4	gegangen an, sich anschickend zu; zu einem Geschäft; gerüstet, bereit
sTA	pwg	pwg:113928:284	no-shared-witness	1	angefallen, angegriffen
sTA	pwg	pwg:113928:285	cross-language-gap	0	Vgl. fgg
sTA	pwg	pwg:113928:286	witness-too-common	1	aufgehen
sTA	pwg	pwg:113928:287	witness-too-common	8	sich aufmachen zu; vor Jmd aufstehen, entgegentreten, sich Jmd nähern; herbeigeschafft
sTA	pwg	pwg:113928:288	witness-too-common	1	sich erheben von
sTA	pwg	pwg:113928:289	no-shared-witness	1	Jmd; erscheinen
sTA	pwg	pwg:113928:290	cross-language-gap	0	Vgl
sTA	pwg	pwg:113928:291	witness-too-common	2	aufspringen
sTA	pwg	pwg:113928:292	no-shared-witness	2	hervorgebrochen; hervorgegangen aus
sTA	pwg	pwg:113928:293	witness-too-common	7	aufstehen vor; entgegengehen
sTA	pwg	pwg:113928:294	cross-language-gap	0	Vgl. fgg
sTA	pwg	pwg:113928:295	witness-too-common	1	sich nach verschiedenen Seiten erheben
sTA	pwg	pwg:113928:296	no-shared-witness	3	sich abwenden von; aufgeben
sTA	pwg	pwg:113928:297	witness-too-common	2	von seiner Pflicht lassen, sich vergessen
sTA	pwg	pwg:113928:298	cross-language-gap	0	partic
sTA	pwg	pwg:113928:299	witness-too-common	1	stark in den Meinungen auseinander gehend
sTA	pwg	pwg:113928:300	witness-too-common	2	stark erregt
sTA	pwg	pwg:113928:301	witness-too-common	3	pflichtvergessen
sTA	pwg	pwg:113928:302	cross-language-gap	0	Vgl. (die 2te Bed. zu streichen, da die Stellen zu 1〉 gehören). — caus
sTA	pwg	pwg:113928:303	witness-too-common	1	in Frage stellen, uneins sein über
sTA	pwg	pwg:113928:304	witness-too-common	1	Jmd abspenstig machen
sTA	pwg	pwg:113928:305	witness-too-common	1	Jmd beseitigen, absetzen; treulos verlassen
sTA	pwg	pwg:113928:306	witness-too-common	13	aufstehen; sich erheben; auferstehen; aufstehen nach einer Krankheit, sich erholen; sich erheben
sTA	pwg	pwg:113928:307	witness-too-common	7	herauskommen —, hervorgehen —, entspringen —, entstehen aus; zum Vorschein kommen, sich zeigen
sTA	pwg	pwg:113928:308	witness-too-common	2	sich zu einer That erheben, anʼs Werk gehen, sich rüsten
sTA	pwg	pwg:113928:309	cross-language-gap	0	partic
sTA	pwg	pwg:113928:310	witness-too-common	5	aufgestanden, sich erhoben habend; hoch emporragend; hochgehend; aufgezogen; aufgestiegen
sTA	pwg	pwg:113928:311	witness-too-common	11	herausgekommen —, hervorgegangen aus; zum Vorschein gekommen, erschienen; gewachsen; Strafgelder
sTA	pwg	pwg:113928:312	witness-too-common	2	der sich zu Etwas erhoben hat, gerüstet
sTA	pwg	pwg:113928:313	witness-too-common	3	Jmd aufstehen heissen, aufrichten, aufheben; auferwecken
sTA	pwg	pwg:113928:314	cross-language-gap	0	Vgl
sTA	pwg	pwg:113928:315	no-shared-witness	3	ved. Schol. zu . ( fehlerhaft). med. , als intrans. und , act. med. nebst
sTA	pwg	pwg:113928:316	witness-too-common	9	stehen bei, sich stellen neben; auf was er trifft, daran hält er sich und läuft weiter; sich gegen die Sonne stellend; steht an seiner Seite, wenn er steht; bleibe bei mir; waren in seinem Gefolge; umstanden ihn
sTA	pwg	pwg:113928:317	witness-too-common	32	sich; stellen vor, Jmd angehen; sich nähern; wohin sie kommen; zu Jmd sich begeben, sich Jmd nähern; mit einer Bitte angehen; sich an einen Ort begeben; gelangen zu; wird zu einer Gottheit; sich vereinigen mit; der Weg geht —, führt nach; herankommen, sich ei…
sTA	pwg	pwg:113928:318	witness-too-common	15	unterstehen, sich einstellen bei, in; sich befinden, zur Hand sein, zur Verfügung stehen; stellten sich bei ihm ein, — zu seiner Verfügung; zu Theil werden; sind anzutreffen; da sein; zu ergänzen sein
sTA	pwg	pwg:113928:319	witness-too-common	1	aufstehen gegen
sTA	pwg	pwg:113928:320	witness-too-common	2	sich unterstellen, — fügen
sTA	pwg	pwg:113928:321	no-shared-witness	1	stehen bleiben
sTA	pwg	pwg:113928:322	witness-too-common	2	sich rüsten, sich aufmachen
sTA	pwg	pwg:113928:323	no-shared-witness	1	für sich gewinnen, zum Freunde machen
sTA	pwg	pwg:113928:324	cross-language-gap	0	partic
sTA	pwg	pwg:113928:325	witness-too-common	2	mit act. Bed. =
sTA	pwg	pwg:113928:326	witness-too-common	25	herangetreten, gekommen, genaht, erschienen; anwesend —, zugegen bei; aufgezogen, erschienen; der sich erhoben hat; gekommen; eingetroffen; gekommen; bevorstehend; erschienen sobald er daran gedacht hatte; steht bereit, — zur Verfügung; zu seiner Verfügung; z…
sTA	pwg	pwg:113928:327	no-shared-witness	1	liegend auf
sTA	pwg	pwg:113928:328	witness-too-common	1	gerichtet auf
sTA	pwg	pwg:113928:329	no-shared-witness	1	unvollständig
sTA	pwg	pwg:113928:330	witness-too-common	5	aufgesucht; welchen Weiber mit Gesang und Musik aufwarten; ausgestattet mit
sTA	pwg	pwg:113928:331	cross-language-gap	0	Vgl. u. s. w. und . — caus
sTA	pwg	pwg:113928:332	no-shared-witness	5	sich stellen heissen neben, gegen; liegen lassen
sTA	pwg	pwg:113928:333	witness-too-common	8	herbeiholen, herbeischaffen
sTA	pwg	pwg:113928:334	no-shared-witness	3	mit nachfolgendem; versehen
sTA	pwg	pwg:113928:335	cross-language-gap	0	Vgl. fg
sTA	pwg	pwg:113928:336	no-shared-witness	2	nach einander sich stellen zu, kommen zu; tretet an meine Seite
sTA	pwg	pwg:113928:337	no-shared-witness	1	verehren
sTA	pwg	pwg:113928:338	witness-too-common	2	gekommen; über; hat sich an mir bewahrheitet
sTA	pwg	pwg:113928:339	witness-too-common	2	begleitet von; zusammen seiend mit; herbeiholen, herbeischaffen
sTA	pwg	pwg:113928:340	witness-too-common	3	um Jmd herum sein, umstehen
sTA	pwg	pwg:113928:341	no-shared-witness	1	sich anreihen
sTA	pwg	pwg:113928:342	witness-too-common	2	umstehend
sTA	pwg	pwg:113928:343	witness-too-common	3	gekommen, bevorstehend
sTA	pwg	pwg:113928:344	witness-too-common	1	entfahren, — entschlüpft
sTA	pwg	pwg:113928:345	witness-too-common	1	obliegend
sTA	pwg	pwg:113928:346	no-shared-witness	1	anreihen
sTA	pwg	pwg:113928:347	witness-too-common	2	sich gegenüberstellen
sTA	pwg	pwg:113928:348	witness-too-common	12	Jmd aufwarten; herangetreten, gekommen, genaht; losgegangen auf; feindlich gegenüberstehend; versammelt; anwesend, beiwohnend; eingetreten, gekommen; bevorstehend; inʼs Gedächtniss gekommen, eingefallen; stehend —, sich befindend in; erscheinend in; vorliegen…
sTA	pwg	pwg:113928:349	witness-too-common	2	stehen bei, in Jmdes Nähe sein; sich lehnen an; hinzutreten zu Jmd
sTA	pwg	pwg:113928:350	no-shared-witness	1	Jmd; zu Theil werden
sTA	pwg	pwg:113928:351	witness-too-common	8	herangekommen, genaht
sTA	pwg	pwg:113928:352	witness-too-common	2	sitzend auf; liegend; sie stiessen auf
sTA	pwg	pwg:113928:353	witness-too-common	1	entstanden
sTA	pwg	pwg:113928:354	witness-too-common	9	eingetreten, gekommen; an der Zeit —, am Platze seiend; da solches bevorsteht; gekommen über; Jmd; zugefallen, zu Theil geworden; beschlossen worden
sTA	pwg	pwg:113928:355	witness-too-common	3	gegangen an; bereit zu; aufstellen
sTA	pwg	pwg:113928:357	cross-language-gap	0	partic
sTA	pwg	pwg:113928:358	witness-too-common	2	stehend — befindlich an, auf
sTA	pwg	pwg:113928:359	witness-too-common	4	erfahren in; sehr erfahren
sTA	pwg	pwg:113928:360	no-shared-witness	2	bespuckt; infigere; penem
sTA	pwg	pwg:113928:361	witness-too-common	2	befindlich in
sTA	pwg	pwg:113928:362	witness-too-common	7	überaus erfahren in; ganz unerfahren; Jmd; Etwas gründlich lehren
sTA	pwg	pwg:113928:363	witness-too-common	1	hervorwachsen, sich erheben
sTA	pwg	pwg:113928:364	no-shared-witness	2	Gewissheit erlangen; Ehrerbietung an den Tag legen
sTA	pwg	pwg:113928:365	no-shared-witness	1	zu Stande bringen, bereiten
sTA	pwg	pwg:113928:366	cross-language-gap	0	partic
sTA	pwg	pwg:113928:367	witness-too-common	1	hervorgewachsen
sTA	pwg	pwg:113928:368	witness-too-common	8	fertig, vollendet
sTA	pwg	pwg:113928:369	cross-language-gap	0	Vgl. fgg. und . — caus
sTA	pwg	pwg:113928:370	no-shared-witness	1	austreiben
sTA	pwg	pwg:113928:371	no-shared-witness	1	herstellen, fertig machen
sTA	pwg	pwg:113928:372	witness-too-common	1	ganz fertig, — vollendet
sTA	pwg	pwg:113928:373	no-shared-witness	1	Schol. zu
sTA	pwg	pwg:113928:374	witness-too-common	3	umstehen, im Wege stehen; hemmen, hindern; drängten sich an ihn heran
sTA	pwg	pwg:113928:375	witness-too-common	1	übrig —, am Leben bleiben
sTA	pwg	pwg:113928:376	cross-language-gap	0	partic
sTA	pwg	pwg:113928:377	no-shared-witness	1	verharrend in
sTA	pwg	pwg:113928:378	witness-too-common	1	mit pass. Bed. zu 1〉
sTA	pwg	pwg:113928:379	cross-language-gap	0	Vgl. . — caus
sTA	pwg	pwg:113928:380	witness-too-common	1	rings umstellen
sTA	pwg	pwg:113928:381	witness-too-common	1	in der Nähe hinstellen, — bleiben heissen
sTA	pwg	pwg:113928:382	no-shared-witness	2	med
sTA	pwg	pwg:113928:383	witness-too-common	5	sich erheben, sich aufstellen, aufgestellt sein; vor welche man tritt
sTA	pwg	pwg:113928:384	witness-too-common	2	auf sein; im wachen Zustande sich befinden
sTA	pwg	pwg:113928:385	witness-too-common	14	aufbrechen, sich aufmachen, davongehen; sich begeben in, auf; sich begeben in; sich bewegen —, aufhalten in
sTA	pwg	pwg:113928:386	cross-language-gap	0	partic
sTA	pwg	pwg:113928:387	witness-too-common	5	aufgestellt; bereit stehend
sTA	pwg	pwg:113928:388	witness-too-common	2	sich erhebend; hervorstehend
sTA	pwg	pwg:113928:389	witness-too-common	1	eingesetzt
sTA	pwg	pwg:113928:390	witness-too-common	12	aufgebrochen, der sich aufgemacht hat; hierher; weithin gezogen; der sich begeben hat auf; gelangt bis; Aufbruch
sTA	pwg	pwg:113928:391	cross-language-gap	0	Vgl. fg. , fgg. — caus
sTA	pwg	pwg:113928:392	witness-too-common	1	wegstellen
sTA	pwg	pwg:113928:393	witness-too-common	13	Jmd; entsenden, fortschicken, entlassen, verbannen; zum Laufen antreiben
sTA	pwg	pwg:113928:394	witness-too-common	1	aufbrechen —, sich aufmachen wollen
sTA	pwg	pwg:113928:395	witness-too-common	1	sich erheben über, einen Vorsprung haben
sTA	pwg	pwg:113928:396	witness-too-common	3	nach Jmd aufbrechen, — sich aufmachen; nachsenden, folgen lassen
sTA	pwg	pwg:113928:397	witness-too-common	4	sich aufmachen zu, ausgehen nach, auf; ziehen sich hin zu
sTA	pwg	pwg:113928:398	witness-too-common	1	den Vorrang gewinnen
sTA	pwg	pwg:113928:399	witness-too-common	5	aufgebrochen, der sich aufgemacht hat; hinaustreiben
sTA	pwg	pwg:113928:400	witness-too-common	1	aufbrechen —, sich aufmachen nach
sTA	pwg	pwg:113928:401	cross-language-gap	0	s. fg
sTA	pwg	pwg:113928:402	witness-too-common	4	nach verschiedenen Richtungen sich erheben, auseinandergehen, sich verbreiten
sTA	pwg	pwg:113928:403	witness-too-common	2	aufbrechen, sich aufmachen
sTA	pwg	pwg:113928:404	no-shared-witness	1	gemeinsam; sich stellen
sTA	pwg	pwg:113928:405	witness-too-common	4	aufbrechen, sich aufmachen; sich begeben
sTA	pwg	pwg:113928:406	witness-too-common	6	aufgebrochen, der sich aufgemacht hat; sich in Bewegung gesetzt habend; Jmd entsenden, entlassen
sTA	pwg	pwg:113928:407	witness-too-common	7	stehen, dastehen; bleibe; sich befinden unter; verkehren mit
sTA	pwg	pwg:113928:408	witness-too-common	3	stillstehen; untergehenden; aufhören
sTA	pwg	pwg:113928:409	witness-too-common	13	gegründet sein —, beruhen auf, in, Bestand haben; festen Fuss fassen, gedeihen
sTA	pwg	pwg:113928:410	witness-too-common	2	Jmd; widerstehen
sTA	pwg	pwg:113928:411	no-shared-witness	1	sich verbreiten über
sTA	pwg	pwg:113928:412	witness-too-common	16	stehend; auf einem Fusse; der seinen Platz eingenommen hat; gelegen; seinen Sitz habend —, sich befindend —, enthalten in; gerichtet auf; verharrend in; stehend
sTA	pwg	pwg:113928:413	witness-too-common	2	stillstehend; sein Ende erreichend; unbegrenzt
sTA	pwg	pwg:113928:414	witness-too-common	20	feststehend, seinen Halt habend an, beruhend auf, in; wurzelnd; feststehend; begründet, bewiesen; festgesetzt —, geltend für; beruhend auf; der festen Fuss gefasst hat; feststehend; von Feinden nicht beunruhigt; gedeihend; dem es gut ergeht; nicht feststehend…
sTA	pwg	pwg:113928:415	witness-too-common	1	erfahren in
sTA	pwg	pwg:113928:416	witness-too-common	2	übergegangen auf
sTA	pwg	pwg:113928:417	witness-too-common	1	ein schönes Gestell; Füsse habend
sTA	pwg	pwg:113928:418	witness-too-common	2	unternommen
sTA	pwg	pwg:113928:419	cross-language-gap	0	Vgl. fg. , fg. , . — caus
sTA	pwg	pwg:113928:420	witness-too-common	10	hinstellen, hinsetzen, einbringen in; aufstellen
sTA	pwg	pwg:113928:421	witness-too-common	1	hinführen —, bringen auf
sTA	pwg	pwg:113928:422	witness-too-common	4	einsetzen in
sTA	pwg	pwg:113928:423	witness-too-common	5	Jmd Etwas vorsetzen, darbringen, übergeben
sTA	pwg	pwg:113928:424	witness-too-common	7	Bestand geben, stützen auf
sTA	pwg	pwg:113928:425	witness-too-common	1	entgegenhalten
sTA	pwg	pwg:113928:426	no-shared-witness	1	Vgl. fgg. ( auch )
sTA	pwg	pwg:113928:427	witness-too-common	3	bestehen —, festen Fuss fassen —, gedeihen nach; festen Fussen fassen —, gedeihen wollen nach
