lemma_slp1	hom	pwg_sense_id	pwg_gloss	pwg_loci	mw_sense_id	mw_gloss	apte_sense_id	apte_gloss	confidence	note
sTA	1	9c	ein instr. : PAÑCAT. 93,10 . HIT. ed. JOHNS. 2407 . HIT. SCHL. 38,21 . Spr. (II)	PAÑCATANTRA. Pantschatantrum sive quinqu 93,10; HITOPADEŚA 2407; HITOPADEŚA 38,21					0.99	pilot; MW/Apte columns are inventory not sense-aligned
sTA	1	9d	ein adv. : sich anders verhalten R. 4,43,65 . Spr. (II) 4480 . verlegen dastehen	RĀMĀYAṆA. Ohne eine nähere Angabe ist be 4,43,65; Indische Sprüche. Sanskrit und Deutsch.  4480; ŚĀKUNTALA 38,4					0.99	pilot; MW/Apte columns are inventory not sense-aligned
han	1	10	multipliciren Comm. zu ĀRYABH. 4,25 u. s. w	? [Cologne Addition] 4,25	mw:260297:1	1. han cl. 2. P. ( Dhātup. xxiv, 2 ) hanti (3. du. hata/H , 3. pl. Gnanti ; rarely Ā. hate , 3. pl. Gnate ; and cl. 1. hanati , Ved. also jiGnate , ˚ti ; Pot. hanyAt , Br. also ha/nIta , GnIta ; Impv. jahi/ , TĀr. hanDi… | han [ cf. Gk. θείνω , θάνατος ; ϕόνος , ἔπεϕνον πέϕαται ; Lat. de-fendere , of-fendere ; Lit. genu , gíti ; Slav. gǔnati .] | 2. han mf( GnI )n. killing, a killer, slayer (only ifc. ; see ari- , tamo-han &amp;c.) | to strike, beat (also a drum), pound, hammer ( acc. ), strike &amp;c. upon ( loc. ), RV. &amp;c. &amp;c.; | to smite, slay, hit, kill, mar, destroy, ib. ; | to put to death, cause to be executed, Mn. ; Hit. ; | to strike off, Kathās. ; | to ward off, avert, MBh. ; | to hurt, wound (the heart), R. ; | to hurl (a dart) upon ( gen. ), RV. ; | (in astron. ) to touch, come into contact, VarBṛS. ; | to obstruct, hinder, Rājat. ; | to repress, give up, abandon (anger, sorrow &amp;c.), Kāv. ; BhP. ; | (?) to go, move, Naigh. ii, 14 : | Pass. hanya/te ( ep. also ˚ti ; aor. avaDi or aGAni ), | to be struck or killed, RV. &amp;c. &amp;c.: | Caus. GAtayati , ˚te (properly a Nom. fr. GAta , q.v. ; aor. ajIGatat or ajIGanat ), | to cause to be slain or killed, kill, slay, put to death, punish, Mn. ; MBh. &amp;c.; | to notify a person's death ( kaMsaM GAtayati = kaMsa-vaDam Acazwe ), Pāṇ. iii, 1, 26 , Vārtt. 6 Pat. ; | to mar, destroy, MBh. ; Pañcat. ( v.l. ) : | Desid. ji/GAMsati , ˚te ( Pot. jiGAMsIyat , MBh. ; impf. ajiGAMsIH , ŚBr. ), | to wish to kill or destroy, RV. &amp;c. &amp;c.: | Intens. ja/NGanti ( RV. ; p. jaNGanat , ja/NGnat or Ga/niGnat ), jaNGanyate (with pass. sense, MuṇḍUp. ), jeGnIyate ( Pāṇ. vii, 4, 31 ), to strike = tread upon ( loc. or acc. ), RV. ; | to slay, kill, ib. ; | to dispel (darkness), destroy (evil, harm), ib. ; | to hurt, injure, wound, MuṇḍUp.	ap90:31251:1	han 2 P. ( haMti, jaGAna, avaDIt , avaDizwa-ahata; hanizyati, haMtuM, hata ; pass. hanyate ; caus. GAtayati-te ; desid. jiGAMsati ) | han a. Killing, slaying, destroying (at the end of comp. ); as in vftrahan , pitfhan, mAtfhan, brahmahan &amp;c. | 1 To kill, slay, destroy, strike down; trayaSca dUzaRaKaratrimUrDAno raRe hatAH U. 2 , 15 ; hatamapi ca haMtyeva madanaH Bh. 3. 18. | 2 To strike, beat; caMqI caMqa haMtumaByudyatA mAM vidyuddAmnA meGarAjIva viMDyaM M. 3. 20 , Śi. 7. 56. | 3 To hurt, injure, afflict, torment; as in kAmahata . | 4 To put down, abandon; tfzRAM CiMdDi Baja kzamAM jahi madaM Bh. 2. 77. | 5 To remove, take away, destroy; aMBojinIvananivAsavilAsameva haMsasya haMti nitarAM kupito viDAtA Bh. 2. 18. | 6 To conquer, overthrow, defeat, overcome; viGnEH sahasraguRitErapi hanyamAnAH prArabDamuttamajanA na parityajaMti Subhāṣ. | 7 To hinder, obstruct. | 8 To mar, spoil; Ki. 2. 37. | 9 To raise; turagaKurahatastaTA hi reRuH Ś. 1. 32. | 10 To multiply (in math.). | 11 To go (rarely used in classical literature in this sense; and when used it is regarded as a fault of composition); e. g. kuMjaM haMti kfSodarI S. D. 7 ; or tIrTAMtarezu snAnena samupArjitasatkftiH . surasrotasvinImez… | — Caus. | 1 To cause to be killed, kill, slay. | 2 To destroy, ruin, mar, spoil; Pt. 1. 363. -WITH ati to injure excessively. | — aMtar to strike in the middle.	0.99	pilot; MW/Apte columns are inventory not sense-aligned
han	1	11a	geschleudert: ṚV. 6,27,4 . niedergeschlagen: Spr. (II) 5197 . R. 3,35,51 . VARĀH	ṚGVEDA. Es wird nach Maṇḍala 6,27,4; Indische Sprüche. Sanskrit und Deutsch.  5197; RĀMĀYAṆA. Ohne eine nähere Angabe ist be 3,35,51					0.99	pilot; MW/Apte columns are inventory not sense-aligned
han	1	11b	zerstört, zu Grunde gerichtet, vernichtet: MBH. 3,1703 . VARĀH. BṚH. S. 11,62 .	MAHĀBHĀRATA 3,1703 → vulg 3.41.39; VARĀHAMIHIRA'S BṚHATSAM̃HITĀ. 11,62; PRABODHACANDRODAYA 70,12					0.99	pilot; MW/Apte columns are inventory not sense-aligned
han	1	11c	mit dem Anudātta gesprochen Ind. St. 4,366 . Kār. 1 aus SIDDH. K. _zu_ P. 7,2,10	WEBER'S Indische Studien. 4,366; SIDDHĀNTAKAUMUDĪ; PĀṆINI'S acht Bücher grammatischer Regel 7,2,10					0.99	pilot; MW/Apte columns are inventory not sense-aligned
han	1	11d	fehlerhaft für R. 2,82,16 ( ed. Bomb. ). VARĀH. BṚH. S. 4,2 ( die Hdschrr. ). da	RĀMĀYAṆA. Ohne eine nähere Angabe ist be 2,82,16; ed. Bomb; VARĀHAMIHIRA'S BṚHATSAM̃HITĀ. 4,2					0.99	pilot; MW/Apte columns are inventory not sense-aligned
han	1	2	zu Fall —, inʼs Verderben bringen, schädigen, zu Grunde richten, vernichten über	ṚGVEDA. Es wird nach Maṇḍala 6,25,3; ṚGVEDA. Es wird nach Maṇḍala 6, 31,4; ṚGVEDA. Es wird nach Maṇḍala 7,99,4					0.99	pilot; MW/Apte columns are inventory not sense-aligned
han	1	3a	zusammengeschlagen: ARJ. 3,40 ( MBH. 3,11974 ). zusammengefügt, verbunden NIR. 1	ARJUNASAMĀGAMA 3,40; MAHĀBHĀRATA 3,11974 → vulg 3.167.40; YĀSKA'S NIRUKTA sammt den NIGHAṆṬAVA'S h 1,1					0.99	pilot; MW/Apte columns are inventory not sense-aligned
han	1	3b	getroffen, geschlagen: HARIV. 4263 . 9867 . R. 1,32,17 ( 33,17 GORR. ). 2,9,51 .	HARIVAṂŚA im 4ten Bande des MBH. Aus die 4263; HARIVAṂŚA im 4ten Bande des MBH. Aus die 9867; RĀMĀYAṆA. Ohne eine nähere Angabe ist be 1,32,17					0.99	pilot; MW/Apte columns are inventory not sense-aligned
han	1	3c	angeschlagen: eine Trommel Spr. (II) 1316 . KATHĀS. 20,226 (fälschlich ). — Vgl	Indische Sprüche. Sanskrit und Deutsch.  1316; KATHĀSARITSĀGARA 20,226					0.99	pilot; MW/Apte columns are inventory not sense-aligned
han	1	4a	α〉 getroffen, geschlagen, gestossen AV. 11,10,22 . AIT. BR. 4,2 . SUŚR. 1,182,7	ATHARVAVEDASAM̃HITĀ 11,10,22; AITAREYABRĀHMAṆA. Citirt nach den 8 Pañc 4,2; SUŚRUTA 1,182,7					0.99	pilot; MW/Apte columns are inventory not sense-aligned
han	1	4b	beschädigt: SĀMAVIDH. BR. 1,8,13 . — Vgl. fgg. und . — caus. partic. getroffen:	? [Cologne Addition] 1,8,13; MAHĀBHĀRATA 8,4319 → vulg 8.84.26; ṚGVEDA. Es wird nach Maṇḍala 7,59,8					0.99	pilot; MW/Apte columns are inventory not sense-aligned
han	1	4c	angeschlagen, in Bewegung gesetzt. MBH. 5,1909 . eine Trommel u. s. w. : 7241 .	MAHĀBHĀRATA 5,1909 → vulg 5.48.102; MAHĀBHĀRATA 5, 7241; MAHĀBHĀRATA 14,2395 → vulg 14.80.55					0.99	pilot; MW/Apte columns are inventory not sense-aligned
han	1	4d	gehämmert: Spr. (II) 4074 . MBH. 2,2091 ( NĪLAK. ). geprägt oder gestempelt AK.	Indische Sprüche. Sanskrit und Deutsch.  4074; MAHĀBHĀRATA 2,2091 → vulg 2.61.31; A rational refutation of the Hindu philo					0.99	pilot; MW/Apte columns are inventory not sense-aligned
han	1	4e	zu Nichte gemacht, vereitelt: BHĀG. P. 3,28,21 . (= ) R. 2,23,20 . VARĀH. BṚH. S	BHĀGAVATAPURĀṆA 3,28,21; RĀMĀYAṆA. Ohne eine nähere Angabe ist be 2,23,20; VARĀHAMIHIRA'S BṚHATSAM̃HITĀ. 46,5					0.99	pilot; MW/Apte columns are inventory not sense-aligned
han	1	4f	multiplicirt AK. 3,2,38 . TRIK. 3,3,149 . H. 1483 . H. an. MED. VARĀH. BṚH. S. 8	AMARAKOṢA nach der Ausgabe von COLEBROOK 3,2,38; TRIKĀṆḌAŚEṢA 3,3,149; HEMACANDRA'S ABHIDHĀNACINTĀMAṆI 1483					0.99	pilot; MW/Apte columns are inventory not sense-aligned
han	1	4g	ungereimt ( vgl. ) AK. 1,1,5,21 . TRIK. H. an. MED / g〉 in Bewegung versetzt, er	AMARAKOṢA nach der Ausgabe von COLEBROOK 1,1,5,21; TRIKĀṆḌAŚEṢA; HEMACANDRA'S ANEKĀRTHASAM̃GRAHA					0.99	pilot; MW/Apte columns are inventory not sense-aligned
han	1	4h	getroffen heisst ein Visarga , wenn er mit einem vorangehenden zu geworden ist,	SĀHITYADARPAṆA 219,4; SĀHITYADARPAṆA 219, 17; KATHĀSARITSĀGARA 49,102					0.99	pilot; MW/Apte columns are inventory not sense-aligned
han	1	4i	m. N. pr. eines Esels PAÑCAT. 247,25 . — Vgl. fg. , . — s. . — caus. durch ein B	PAÑCATANTRA. Pantschatantrum sive quinqu 247,25; SĀYAṆA.; The ŚATAPATHABRĀHMAṆA in the Mādhyandina					0.99	pilot; MW/Apte columns are inventory not sense-aligned
han	1	5	an sich unterdrücken, aufgeben, fahren lassen: MBH. 1,6145 . 3,16826 . 4,648 . R	MAHĀBHĀRATA 1,6145 → vulg 1.156.7; MAHĀBHĀRATA 3,16826 → vulg 3.297.79; MAHĀBHĀRATA 4,648 → vulg 4.21.8					0.99	pilot; MW/Apte columns are inventory not sense-aligned
han	1	6a	geschlagen; getroffen, erschlagen, vernichtet ṚV. 1,104,3 . 10,86,18 . 113,7 . A	ṚGVEDA. Es wird nach Maṇḍala 1,104,3; ṚGVEDA. Es wird nach Maṇḍala 10,86,18; ṚGVEDA. Es wird nach Maṇḍala 10, 113,7					0.99	pilot; MW/Apte columns are inventory not sense-aligned
han	1	6b	angeschlagen von einer Trommel KATHĀS. 18,48 / b〉 erschlagen UTTARAR. 133,11 (17	KATHĀSARITSĀGARA 18,48; ? [Cologne Addition] 133,11 (176,8); ? [Cologne Addition] 603					0.99	pilot; MW/Apte columns are inventory not sense-aligned
han	1	6c	geschlagen beim Waschen, ( s. auch bes. ) ungewaschen, neu von Gewändern KAUṢ. U	KAUṢĪTAKYUPANIṢAD. 2,15; RĀMĀYAṆA. Ohne eine nähere Angabe ist be 2,3,10; RĀMĀYAṆA. Ohne eine nähere Angabe ist be 2, 91,62					0.99	pilot; MW/Apte columns are inventory not sense-aligned
han	1	6d	f. so v. a. fututa: MBH. 8,2037 / d〉 unbestritten: Spr. (II) 4310 . — Vgl. fgg.	MAHĀBHĀRATA 8,2037 → vulg 8.44.14; Indische Sprüche. Sanskrit und Deutsch.  4310; Indische Sprüche. Sanskrit und Deutsch.  4753					0.99	pilot; MW/Apte columns are inventory not sense-aligned
han	1	6e	aufgewirbelt, erregt: ŚĀK. 31	ŚĀKUNTALA 31					0.99	pilot; MW/Apte columns are inventory not sense-aligned
han	1	6f	gekommen um: Spr. (II) 6250 . entzogen: dem Anblick R. 5,19,35 . Vgl	Indische Sprüche. Sanskrit und Deutsch.  6250; RĀMĀYAṆA. Ohne eine nähere Angabe ist be 5,19,35					0.99	pilot; MW/Apte columns are inventory not sense-aligned
han	1	6g	multiplicirt TRIK. 3,1,25 . ARYABH. 2,7 . 19 . Journ. of the Am. Or. S. 6,558 .	TRIKĀṆḌAŚEṢA 3,1,25; ? [Cologne Addition] 2,7; ? [Cologne Addition] 2, 19					0.99	pilot; MW/Apte columns are inventory not sense-aligned
han	1	7a	an —, auf einander gelegt, zusammengefügt, geschlossen, zusammenstossend, anschl	AMARAKOṢA nach der Ausgabe von COLEBROOK 3,4,12,47; HEMACANDRA'S ANEKĀRTHASAM̃GRAHA 3,307; MEDINĪKOṢA 165					0.99	pilot; MW/Apte columns are inventory not sense-aligned
han	1	7b	fest —, consistent geworden: MĀRK. P. 47,12 . HARIV. 590 . fest, hart, compact;	MĀRKĀṆḌEYAPURĀṆA in der Bibliotheca indi 47,12; HARIVAṂŚA im 4ten Bande des MBH. Aus die 590; HEMACANDRA'S ANEKĀRTHASAM̃GRAHA					0.99	pilot; MW/Apte columns are inventory not sense-aligned
han	1	7c	stark, intensiv: VARĀH. BṚH. S. 68,63	VARĀHAMIHIRA'S BṚHATSAM̃HITĀ. 68,63					0.99	pilot; MW/Apte columns are inventory not sense-aligned
han	1	7d	Bez. eines best. Geruchs MBH. 12,6848 . 14,1409 . eines best. Tons 1420 . wohl s	MAHĀBHĀRATA 12,6848 → vulg 12.188.5; MAHĀBHĀRATA 14,1409 → vulg 14.50.43; MAHĀBHĀRATA 14, 1420 → vulg 14.50.54					0.99	pilot; MW/Apte columns are inventory not sense-aligned
han	1	8a	wogegen Etwas schlägt: ŚĀK. 32 . RĀJA-TAR. 1,372 . anschlagend an: ( v. l. ) ŚĀK	ŚĀKUNTALA 32; RĀJATARAṄGIṆĪ 1,372; ŚĀKUNTALA 50					0.99	pilot; MW/Apte columns are inventory not sense-aligned
han	1	8b	zurückgeschlagen, abgewehrt: MBH. 3,11965 . BHĀG. P. 8,11,33 . 36 . 10,59,20 . 9	MAHĀBHĀRATA 3,11965 → vulg 3.166.13; BHĀGAVATAPURĀṆA 8,11,33; BHĀGAVATAPURĀṆA 8,11, 36					0.99	pilot; MW/Apte columns are inventory not sense-aligned
han	1	8c	abgelaufen: ( sc. ) PĀR. GṚHY. 2,1	PĀRASKARA'S GṚHYASŪTRĀṆI. 2,1					0.99	pilot; MW/Apte columns are inventory not sense-aligned
han	1	8d	beschränkt, dumm: adj. Spr. (II) 2047	Indische Sprüche. Sanskrit und Deutsch.  2047					0.99	pilot; MW/Apte columns are inventory not sense-aligned
han	1	8e	verhasst TRIK. 3,3,170 . H. an. , wo st. zu lesen ist	TRIKĀṆḌAŚEṢA 3,3,170; HEMACANDRA'S ANEKĀRTHASAM̃GRAHA					0.99	pilot; MW/Apte columns are inventory not sense-aligned
han	1	8f	in seinen Erwartungen getäuscht AK. 3,1,41 . H. 439	AMARAKOṢA nach der Ausgabe von COLEBROOK 3,1,41; HEMACANDRA'S ABHIDHĀNACINTĀMAṆI 439					0.99	pilot; MW/Apte columns are inventory not sense-aligned
han	1	8g	= TRIK. 3,3,105 . = von Zähnen d. i. stumpf (von Säuren) P. 7,2,29, Vārtt. 2 , S	TRIKĀṆḌAŚEṢA 3,3,105; PĀṆINI'S acht Bücher grammatischer Regel 7,2,29, Vārtt. 2					0.99	pilot; MW/Apte columns are inventory not sense-aligned
han	1	8h	schlechte Lesart für H. 1492 . — caus. Jmd abwehren: MBH. 7,6993 . — Vgl. fgg. ,	HEMACANDRA'S ABHIDHĀNACINTĀMAṆI 1492; MAHĀBHĀRATA 7,6993 → vulg 7.158.23; ? [Cologne Addition] 10,7					0.99	pilot; MW/Apte columns are inventory not sense-aligned
han	1	9	mit gesenktem Tone d. i. mit dem Anudātta sprechen ṚV. PRĀT. 11,27 . Ind. St. 4,	PRĀTIŚĀKHYA zun ṚGVEDA 11,27; WEBER'S Indische Studien. 4,174; WEBER'S Indische Studien. 4, 330					0.99	pilot; MW/Apte columns are inventory not sense-aligned
amfta		1a	nicht gestorben BRĀHMAṆ. 3,18 / a〉 MBH. 13,23	BRĀHMAṆAVILĀPA in BOPP'S Ardschuna's Rei 3,18; MAHĀBHĀRATA 13,23 → vulg 13.1.23; Rasādhyāya, RAdhy, 1, 315	mw:14198:1	a-mf/ta mfn. ( cf. Pāṇ. vi, 2, 116 ) not dead, MBh. | immortal, RV. &amp;c. | imperishable, RV. ; VS. | beautiful, beloved, L. | a-mf/ta m. an immortal, a god, RV. &amp;c. | N. of Śiva | of Viṣṇu , MBh. xiii | of Dhanvantari , L. | the plant Phaseolus Trilobus Ait. | the root of a plant, L. | a-mf/ta n. collective body of immortals, RV. | a-mf/ta n. world of immortality, heaven, eternity, RV. ; VS. ; AV. (also Ani n. pl. RV. i, 72, 1 and iii, 38, 4 ) | a-mf/ta n. immortality, RV. | final emancipation, L. | the nectar (conferring immortality, produced at the churning of the ocean), ambrosia, RV. (or the voice compared to it, N. Ragh. ) | nectar-like food | antidote against poison, Suśr. | N. of a medicament, Śiś. ix, 36 ; medicament in general, Buddh. | the residue of a sacrifice ( cf. amfta-Buj ) | unsolicited alms, Mn. iv, 4 and 5 , water, Naigh. | milk, L. clarified butter, L. ( cf. paYA mfta ), boiled rice, L. | anything sweet, a sweetmeat, R. vii, 7, 3 | a pear, L. | food, L. , property, L. | gold, L. | quicksilver, L. | poison, L. | a particular poison, L. | a ray of light, Ragh. x, 59 N. of a metre, RPrāt. | of a sacred place (in the north), Hariv. 14095 , of various conjunctions of planets (supposed to confer long life), L. | the number, ‘four’, L.	ap90:3852:1	amfta a. | 1 Not dead; amfte jArajaH kuMqaH Ak. | 2 Immortal; apAma somamamftA aBUma Rv. 8. 48. 3 ; U. 1. 1 ; Bg. 14. 27. | 3 Imperishable, indestructible, eternal. | 4 Causing immortality. | 5 Beautiful, agreeable, desired. | — taH | 1 A god, an immortal, deity. | 2 N. of Dhanvantari, physician of the gods; also N. of Indra, of the sun, of Prajāpati, of the soul, Viṣṇu and Śiva. | 3 N. of a plant ( vanamudga ). | 4 N. of the root of a plant ( vArAhIkaMda ). | — tA | 1 Spirituous liquor. | 2 N. of various plants; e. g. AmalakI, harItakI, guqUcI; mAgaDI; tulasI , iMdravAruRI, jyotizmatI, gorakzadugDA; ativizA ; raktatrivft; dUrvA, sTUlamAMsaharItakI . | 3 N. of one of the Nāḍīs in the body; Māl. 5. 2. | 4 One of the rays of the sun; R. 10. 58. | — taM | 1 ( a ) Immortality, imperishable state; na mftyurAsIdamftaM na tarhi Rv. 10. 129. 2 ; Ms. 12. 85. ( b ) Final beatitude, ( pb ) absolution; tapasA kilbizaM haMti vidyayAmftamaSnute Ms. 12. 104 ; sa Sriye cAmftAya ca Ak. | 2 The collective body of immortals. | 3 ( a ) The world of immortality, Paradise, Heaven; the power of eternity, immortal light, eternity. | 4 Nectar of immortality, ambrosia, beverage of the gods ( opp. viza ) supposed to be churned out of the ocean; devAsurEramftamaMbuniDirmamaMTe Ki. 5. 30 ; vizAdazyamftaM grAhyaM Ms. 2. 239 ; vizamapyamftaM kvacidBavedam… | 5 The Soma juice. | 6 Antidote against poison. | 7 The residue or leavings of a sacrifice; ( yajYaSeza ) Ms. 3. 285. | 8 Unsolicited alms, alms got without solicitation; mftaM syAdyAcitaM BEkzyamamftaM syAdayAcitaM Ms. 4. 4-5 . | 9 Water; amftADmAtajImUta U. 6. 21 ; amftAdunmaTyamAnAt K. 136 ; cf. also the formulas amftopastaraRamasi svAhA and amftApiDAnamasi svAhA repeated by Brāhmaṇas at the time of sipping water before the commencement and at… | 10 A drug. | 11 Clari fied butter; amftaM nAma yat saMto maMtrajihvezu juhvati Śi. 2. 107. | 12 Milk. | 13 Food in general. | 14 Boiled rice. | 15 Any thing sweet, any thing lovely or charming; a sweetmeat. | 16 Property. | 17 Gold. | 18 Quicksilver. | 19 Poison. | 20 The poison called vatsanABa . | 21 The Supreme Spirit ( brahma ). | 22 N. of a sacred place. | 23 N. of particular conjunctions of Nakṣatras (lunar asterisms) with week days ( vAranakzatrayoga ) or of lunar days with week days ( tiTivArayoga ). | 24 The number four. | 25 Splendour, light. [ cf. Gr. ambrotos , ambrosia ; L. immortalis ]. | Comp. | — aMSuH, -karaH, -dIDitiH, -dyutiH, -raSmiH &amp;c. epithets of the moon; amftadIDitireza vidarBaje N. 4. 104 ; amftAMSUdBava born from the moon; from whom was born the moon, N. of Viṣṇu. | — akzara a. immortal and imperishable; kzaraM praDAnamamftAkzaraM haraH Śvet. Up. | — aMDas, -aSanaH, -ASin m. ‘one whose food is nectar’; a god, an immortal. | — asu a. whose soul is ( pb ) immortal. | — ASaH | 1 N. of Viṣṇu. | 2 a god. | — AsaMgaH a sort of collyrium. | — AharaRaH N. of Garuḍa who once stole Amṛta. | — izwakA a kind of sacrificial brick shaped like the golden head of men, beasts &amp;c. ( paSuSIrzARi ). | — ISaH, -ISvaraH N. of Śiva. | — utpannA a fly. (-nnaM), -udBavaM a kind of collyrium ( KarparItutTaM ). | — (vaH) N. of the Bilva tree. | — kuMqaM a vessel containing nectar. | — kzAraM sal ammoniac. | — gatiH N. of a metre consisting of 40 syllables. | — garBa a. filled with water or nectar; ambrosial. | — (rBaH) | 1 the individual soul | 2 the supreme soul. | — citiH f. an arrangement or accumulation of sacrificial bricks conferring immortality. | — ja a. produced by or from nectar. | — (jaH) a sort of plant, Yellow Myrobalan. | — jawA N. of a plant ( jawAmAMsI ). | — taraMgiRI moonlight. | — tilakA N. of a metre of 4 lines, also called tvaritagati . | — drava a. shedding nectar. | — (vaH) flow of nectar. | — DAra a. shedding nectar. | — (rA) | 1 N. of a metre. | 2 flow of nectar. | — paH | 1 a drinker of nectar, a god or deity. | 2 N. of Viṣṇu. | 3 one who drinks wine; BruvamamftapanAmavACaMyAsAvaDaramamuM maDupastavAjihIte Śi. 7. 42 (where a˚ has sense 1. also). | — pakzaH | 1 having golden or immortal wings, a sort of hawk. | 2 the immortal or golden wings of sacrificial fire. | 3 fire itself. | — PalaH N. of two trees pawola and pArAvata . | — (lA) | 1 a bunch of grapes, vine plant, a grape ( drAkzA ). | 2 = AmalakI . | — (laM) a sort of fruit ( ruciPala ) found in the country of the Mudgalas according to Bhāva P. | — baMDuH Ved. | 1 a god or deity in general. | 2 a horse or the moon. | — BallAtakI a sort of medicinal preparation of ghee mentioned by Cakradatta. | — Buj m. an immortal, a god, deity; one who tastes the sacrificial residues. | — BU a. free from birth and death. | — mati = ˚gati q. v. | — maMTanaM churning (of the ocean) for nectar. | — mAlinI N. of Durgā. | — yogaH see under amfta . | — rasaH | 1 nectar, ambrosia; kAvyAmftarasAsvAdaH H. 1 ; viviDakAvyAmftarasAn pibAmaH Bh. 3. 40. | 2 the Supreme spirit. | — (sA) | 1 dark-coloured grapes. | 2 a sort of cake ( Mar. anarsA ). | — latA, -latikA a nectar-giving creeping plant ( guqUcI ). | — vAka a. producing ( pb ) nectar-like sweet words. | — saMyAvaM a sort of dish mentioned in Bhāva P. | — sAra a. ambrosial; ˚rARi prajYAnAni U. 7. | — (raH) | 1 clarified butter. | 2 a sort of ayaH pAka . ˚jaH raw sugar, molasses ( guqa ). | — sUH, -sUtiH | 1 the moon (distilling nectar). | 2 mother of the gods. | — sodaraH | 1 ‘brother of nectar,’ the horse called uccEHSravas . | 2 a horse in general. | — sravaH flow of nectar. | — (vA) N. of a plant and tree ( rudaMtI ). | — srut a. shedding or distilling nectar; Ku. 1. 45.	0.99	pilot; MW/Apte columns are inventory not sense-aligned
amfta		1b	unsterblich Kār. zu P. 3,2,188 . ṚV. 1,38,4 . 7,4,4 . 8,48,1 . 1,166,3 . 3,20,3	PĀṆINI'S acht Bücher grammatischer Regel 3,2,188; ṚGVEDA. Es wird nach Maṇḍala 1,38,4; ṚGVEDA. Es wird nach Maṇḍala 7,4,4					0.99	pilot; MW/Apte columns are inventory not sense-aligned
amfta		1c	unvergänglich: ṚV. 3,43,5 . 7,4,6 . 6,44,16 . VS. 4,18 . 26 . 34,3 . Auf solche	ṚGVEDA. Es wird nach Maṇḍala 3,43,5; ṚGVEDA. Es wird nach Maṇḍala 7,4,6; ṚGVEDA. Es wird nach Maṇḍala 6,44,16					0.99	pilot; MW/Apte columns are inventory not sense-aligned
amfta		1d	= schön und = sehr lieblich VYĀḌI _im_ ŚKDR. (hier als m. )	? [Cologne Addition]; ŚABDAKALPADRUMA (GILD. Bibl. 371).					0.99	pilot; MW/Apte columns are inventory not sense-aligned
